"","Recipient","DonorName","flow_type","year","Value"
"3221","Brazil","USA","Disbursements",2015,0.629717
"3222","Brazil","USA","Disbursements",2015,0.920463
"3223","Brazil","USA","Disbursements",2015,0.107517
"3232","Brazil","USA","Disbursements",2015,0.091029
"3234","Brazil","USA","Disbursements",2015,0.029355
"3235","China","USA","Disbursements",2015,0.490597
"3236","China","USA","Disbursements",2015,1.540998
"3237","China","USA","Disbursements",2015,0.404647
"3239","China","USA","Disbursements",2015,0.171838
"3240","China","USA","Disbursements",2015,0.225621
"3246","China","USA","Disbursements",2015,0.482319
"3249","India","USA","Disbursements",2015,0.173723
"3250","India","USA","Disbursements",2015,1.049473
"3251","India","USA","Disbursements",2015,0.364015
"3258","India","USA","Disbursements",2015,0.048743
"3261","India","USA","Disbursements",2015,0.330539
"3262","India","USA","Disbursements",2015,0.041197
"3263","Indonesia","USA","Disbursements",2015,0.027161
"3265","Indonesia","USA","Disbursements",2015,0.440149
"3274","Indonesia","USA","Disbursements",2015,0.260952
"3277","Mexico","USA","Disbursements",2015,0.031452
"3278","Mexico","USA","Disbursements",2015,0.013568
"3288","Mexico","USA","Disbursements",2015,1.452809
"3289","Mexico","USA","Disbursements",2015,0.068591
"3291","Pakistan","USA","Disbursements",2015,101.329835
"3293","Pakistan","USA","Disbursements",2015,117.291529
"3305","Philippines","USA","Disbursements",2015,3.114168
"3306","Philippines","USA","Disbursements",2015,0.174851
"3307","Philippines","USA","Disbursements",2015,0.054724
"3316","Philippines","USA","Disbursements",2015,0.953646
"3320","South Africa","USA","Disbursements",2015,0.442692
"3321","South Africa","USA","Disbursements",2015,0.087647
"3330","South Africa","USA","Disbursements",2015,6.4e-05
"3348","Vietnam","USA","Disbursements",2015,0.448008
"3349","Vietnam","USA","Disbursements",2015,0.188355
"3352","Vietnam","USA","Disbursements",2015,0.064195
"3373","Brazil","Australia","Commitments",2016,0.010042
"3397","India","Australia","Commitments",2016,1.523824
"3403","Indonesia","Australia","Commitments",2016,1.225377
"3412","Indonesia","Australia","Commitments",2016,0.827273
"3414","Indonesia","Australia","Commitments",2016,0.131287
"3415","Indonesia","Australia","Commitments",2016,0.004415
"3443","Pakistan","Australia","Commitments",2016,0.011975
"3445","Philippines","Australia","Commitments",2016,0.232922
"3454","Philippines","Australia","Commitments",2016,0.268044
"3484","Thailand","Australia","Commitments",2016,0.02954
"3514","Brazil","Canada","Commitments",2016,0.000766
"3526","China","Canada","Commitments",2016,1.209054
"3536","India","Canada","Commitments",2016,0.026841
"3540","India","Canada","Commitments",2016,0.00744
"3542","India","Canada","Commitments",2016,0.00079
"3543","Indonesia","Canada","Commitments",2016,0.075449
"3545","Indonesia","Canada","Commitments",2016,0.037724
"3610","South Africa","Canada","Commitments",2016,0.027027
"3612","South Africa","Canada","Commitments",2016,0.811766
"3638","Vietnam","Canada","Commitments",2016,0.105704
"3647","Brazil","Denmark","Commitments",2016,0.320913
"3660","China","Denmark","Commitments",2016,1.472032
"3699","Mexico","Denmark","Commitments",2016,0.094636
"3741","South Africa","Denmark","Commitments",2016,0.0052
"3752","South Africa","Denmark","Commitments",2016,0.001193
"3779","Vietnam","Denmark","Commitments",2016,0.005571
"3781","Brazil","France","Commitments",2016,0.54075
"3791","Brazil","France","Commitments",2016,0.003317
"3792","Brazil","France","Commitments",2016,0.027646
"3794","Brazil","France","Commitments",2016,0.349441
"3795","China","France","Commitments",2016,0.001106
"3806","China","France","Commitments",2016,0.002212
"3808","China","France","Commitments",2016,28.43083
"3809","India","France","Commitments",2016,0.034281
"3823","Indonesia","France","Commitments",2016,0.210107
"3835","Indonesia","France","Commitments",2016,0.415791
"3837","Mexico","France","Commitments",2016,0.009952
"3839","Mexico","France","Commitments",2016,88.621033
"3847","Mexico","France","Commitments",2016,0.014376
"3848","Mexico","France","Commitments",2016,0.005529
"3849","Mexico","France","Commitments",2016,0.011058
"3879","South Africa","France","Commitments",2016,0.109477
"3892","South Africa","France","Commitments",2016,0.202366
"3905","Thailand","France","Commitments",2016,0.001106
"3917","Vietnam","France","Commitments",2016,0.003317
"3918","Vietnam","France","Commitments",2016,0.025434
"3919","Vietnam","France","Commitments",2016,0.019905
"3920","Vietnam","France","Commitments",2016,0.004423
"3923","Brazil","Germany","Commitments",2016,5.531159
"3924","Brazil","Germany","Commitments",2016,0.046965
"3926","Brazil","Germany","Commitments",2016,4.423311
"3928","Brazil","Germany","Commitments",2016,0.024328
"3929","Brazil","Germany","Commitments",2016,0.109558
"3932","Brazil","Germany","Commitments",2016,15.384913
"3934","Brazil","Germany","Commitments",2016,0.298573
"3935","China","Germany","Commitments",2016,0.416864
"3937","China","Germany","Commitments",2016,0.419362
"3938","China","Germany","Commitments",2016,0.497622
"3939","China","Germany","Commitments",2016,0.037265
"3940","China","Germany","Commitments",2016,0.032798
"3941","China","Germany","Commitments",2016,0.105566
"3943","China","Germany","Commitments",2016,0.464712
"3946","China","Germany","Commitments",2016,2.897569
"3947","China","Germany","Commitments",2016,1.431997
"3948","China","Germany","Commitments",2016,5.554838
"3949","India","Germany","Commitments",2016,93.995356
"3953","India","Germany","Commitments",2016,0.442772
"3957","India","Germany","Commitments",2016,1.406857
"3960","India","Germany","Commitments",2016,9.434752
"3961","India","Germany","Commitments",2016,0.017871
"3962","India","Germany","Commitments",2016,112.241513
"3965","Indonesia","Germany","Commitments",2016,4.423311
"3966","Indonesia","Germany","Commitments",2016,0.051145
"3967","Indonesia","Germany","Commitments",2016,1.096806
"3971","Indonesia","Germany","Commitments",2016,0.32244
"3974","Indonesia","Germany","Commitments",2016,0.786403
"3975","Indonesia","Germany","Commitments",2016,0.027646
"3979","Mexico","Germany","Commitments",2016,3.317483
"3982","Mexico","Germany","Commitments",2016,57.39762
"3988","Mexico","Germany","Commitments",2016,0.39257
"3990","Mexico","Germany","Commitments",2016,0.309632
"3993","Pakistan","Germany","Commitments",2016,0.011799
"3995","Pakistan","Germany","Commitments",2016,6.634966
"4002","Pakistan","Germany","Commitments",2016,0.014716
"4016","Philippines","Germany","Commitments",2016,0.902987
"4022","South Africa","Germany","Commitments",2016,0.049155
"4023","South Africa","Germany","Commitments",2016,0.221658
"4028","South Africa","Germany","Commitments",2016,0.425744
"4030","South Africa","Germany","Commitments",2016,24.223057
"4031","South Africa","Germany","Commitments",2016,0.033175
"4032","South Africa","Germany","Commitments",2016,0.497622
"4035","Thailand","Germany","Commitments",2016,0.540117
"4036","Thailand","Germany","Commitments",2016,0.004652
"4044","Thailand","Germany","Commitments",2016,0.508681
"4045","Thailand","Germany","Commitments",2016,0.249917
"4046","Thailand","Germany","Commitments",2016,0.044117
"4050","Vietnam","Germany","Commitments",2016,0.393675
"4052","Vietnam","Germany","Commitments",2016,0.04422
"4055","Vietnam","Germany","Commitments",2016,0.217668
"4056","Vietnam","Germany","Commitments",2016,0.236195
"4057","Vietnam","Germany","Commitments",2016,0.299562
"4058","Vietnam","Germany","Commitments",2016,6.261512
"4059","Vietnam","Germany","Commitments",2016,0.014225
"4060","Vietnam","Germany","Commitments",2016,0.028184
"4061","Brazil","Japan","Commitments",2016,0.010661
"4062","Brazil","Japan","Commitments",2016,0.009944
"4063","Brazil","Japan","Commitments",2016,0.275205
"4067","Brazil","Japan","Commitments",2016,0.017334
"4072","Brazil","Japan","Commitments",2016,0.059005
"4073","Brazil","Japan","Commitments",2016,0.024963
"4074","Brazil","Japan","Commitments",2016,0.067287
"4081","China","Japan","Commitments",2016,0.017996
"4086","China","Japan","Commitments",2016,0.775587
"4089","India","Japan","Commitments",2016,0.320479
"4091","India","Japan","Commitments",2016,3.097718
"4095","India","Japan","Commitments",2016,0.091395
"4100","India","Japan","Commitments",2016,0.522781
"4103","Indonesia","Japan","Commitments",2016,0.453353
"4104","Indonesia","Japan","Commitments",2016,2.063267
"4105","Indonesia","Japan","Commitments",2016,1.863594
"4109","Indonesia","Japan","Commitments",2016,0.370873
"4112","Indonesia","Japan","Commitments",2016,0.035844
"4114","Indonesia","Japan","Commitments",2016,2.997511
"4116","Indonesia","Japan","Commitments",2016,0.040101
"4119","Mexico","Japan","Commitments",2016,0.258385
"4123","Mexico","Japan","Commitments",2016,0.024797
"4128","Mexico","Japan","Commitments",2016,0.05476
"4130","Mexico","Japan","Commitments",2016,0.004402
"4131","Pakistan","Japan","Commitments",2016,3.713024
"4132","Pakistan","Japan","Commitments",2016,1.857822
"4133","Pakistan","Japan","Commitments",2016,49.089793
"4142","Pakistan","Japan","Commitments",2016,0.007169
"4145","Philippines","Japan","Commitments",2016,3.83382
"4146","Philippines","Japan","Commitments",2016,0.782628
"4147","Philippines","Japan","Commitments",2016,0.903737
"4151","Philippines","Japan","Commitments",2016,0.046194
"4154","Philippines","Japan","Commitments",2016,0.075706
"4156","Philippines","Japan","Commitments",2016,0.117084
"4161","South Africa","Japan","Commitments",2016,0.018473
"4165","South Africa","Japan","Commitments",2016,0.004301
"4168","South Africa","Japan","Commitments",2016,0.027747
"4170","South Africa","Japan","Commitments",2016,0.001562
"4173","Thailand","Japan","Commitments",2016,0.64014
"4175","Thailand","Japan","Commitments",2016,0.992191
"4179","Thailand","Japan","Commitments",2016,0.25141
"4184","Thailand","Japan","Commitments",2016,2.861069
"4186","Thailand","Japan","Commitments",2016,0.009835
"4187","Vietnam","Japan","Commitments",2016,4.194454
"4188","Vietnam","Japan","Commitments",2016,1.35889
"4189","Vietnam","Japan","Commitments",2016,1.489613
"4193","Vietnam","Japan","Commitments",2016,1.008661
"4196","Vietnam","Japan","Commitments",2016,0.042636
"4198","Vietnam","Japan","Commitments",2016,95.052788
"4200","Vietnam","Japan","Commitments",2016,1.9018
"4207","Brazil","Korea","Commitments",2016,0.007269
"4235","India","Korea","Commitments",2016,0.007269
"4243","Indonesia","Korea","Commitments",2016,0.286098
"4244","Indonesia","Korea","Commitments",2016,0.011461
"4248","Indonesia","Korea","Commitments",2016,0.189558
"4254","Indonesia","Korea","Commitments",2016,0.06254
"4291","Philippines","Korea","Commitments",2016,0.007269
"4295","Philippines","Korea","Commitments",2016,0.237315
"4296","Philippines","Korea","Commitments",2016,0.00619
"4319","Thailand","Korea","Commitments",2016,0.007269
"4323","Thailand","Korea","Commitments",2016,0.585047
"4324","Thailand","Korea","Commitments",2016,0.01246
"4328","Vietnam","Korea","Commitments",2016,0.003373
"4329","Vietnam","Korea","Commitments",2016,0.232541
"4334","Vietnam","Korea","Commitments",2016,4.221989
"4337","Vietnam","Korea","Commitments",2016,1.22564
"4338","Vietnam","Korea","Commitments",2016,0.197881
"4340","Vietnam","Korea","Commitments",2016,9.110198
"4394","Indonesia","Netherlands","Commitments",2016,0.038738
"4492","Brazil","Sweden","Commitments",2016,0.698837
"4506","China","Sweden","Commitments",2016,0.049413
"4520","India","Sweden","Commitments",2016,0.127061
"4534","Indonesia","Sweden","Commitments",2016,0.197651
"4555","Pakistan","Sweden","Commitments",2016,0.078303
"4576","Philippines","Sweden","Commitments",2016,0.501186
"4590","South Africa","Sweden","Commitments",2016,0.651107
"4604","Thailand","Sweden","Commitments",2016,0.211769
"4660","India","Switzerland","Commitments",2016,0.10811
"4674","Indonesia","Switzerland","Commitments",2016,0.08121
"4676","Indonesia","Switzerland","Commitments",2016,20.514263
"4732","South Africa","Switzerland","Commitments",2016,0.091361
"4763","Brazil","UK","Commitments",2016,1.016689
"4768","Brazil","UK","Commitments",2016,0.134605
"4772","Brazil","UK","Commitments",2016,0.477634
"4773","Brazil","UK","Commitments",2016,0.005657
"4774","Brazil","UK","Commitments",2016,0.517775
"4775","China","UK","Commitments",2016,0.091282
"4776","China","UK","Commitments",2016,0.018616
"4777","China","UK","Commitments",2016,0.57334
"4781","China","UK","Commitments",2016,0.105193
"4782","China","UK","Commitments",2016,0.01676
"4783","China","UK","Commitments",2016,0.135507
"4785","China","UK","Commitments",2016,0.185287
"4786","China","UK","Commitments",2016,2.633205
"4787","China","UK","Commitments",2016,0.140649
"4788","China","UK","Commitments",2016,0.423529
"4789","India","UK","Commitments",2016,0.119056
"4791","India","UK","Commitments",2016,0.77291
"4792","India","UK","Commitments",2016,0.065978
"4793","India","UK","Commitments",2016,0.395255
"4797","India","UK","Commitments",2016,0.009333
"4800","India","UK","Commitments",2016,2.178776
"4802","India","UK","Commitments",2016,2.397692
"4803","Indonesia","UK","Commitments",2016,1e-06
"4805","Indonesia","UK","Commitments",2016,0.372589
"4811","Indonesia","UK","Commitments",2016,0.042942
"4814","Indonesia","UK","Commitments",2016,1.311913
"4817","Mexico","UK","Commitments",2016,0.073518
"4819","Mexico","UK","Commitments",2016,1.438905
"4823","Mexico","UK","Commitments",2016,0.483558
"4825","Mexico","UK","Commitments",2016,0.082774
"4827","Mexico","UK","Commitments",2016,0.046136
"4828","Mexico","UK","Commitments",2016,0.272711
"4830","Mexico","UK","Commitments",2016,0.950489
"4842","Pakistan","UK","Commitments",2016,13.025954
"4846","Philippines","UK","Commitments",2016,0.013741
"4854","Philippines","UK","Commitments",2016,0.033695
"4859","South Africa","UK","Commitments",2016,0.103613
"4861","South Africa","UK","Commitments",2016,0.736226
"4870","South Africa","UK","Commitments",2016,0.097711
"4876","Thailand","UK","Commitments",2016,0.010901
"4883","Thailand","UK","Commitments",2016,0.019567
"4884","Thailand","UK","Commitments",2016,0.037258
"4889","Vietnam","UK","Commitments",2016,0.216718
"4898","Vietnam","UK","Commitments",2016,0.219469
"4899","Vietnam","UK","Commitments",2016,0.062649
"4901","Brazil","USA","Commitments",2016,0.654806
"4902","Brazil","USA","Commitments",2016,0.06842
"4916","China","USA","Commitments",2016,3.113421
"4917","China","USA","Commitments",2016,0.327925
"4929","India","USA","Commitments",2016,0.831629
"4930","India","USA","Commitments",2016,0.808327
"4931","India","USA","Commitments",2016,0.77
"4939","India","USA","Commitments",2016,0.178499
"4942","India","USA","Commitments",2016,0.125991
"4943","Indonesia","USA","Commitments",2016,0.720451
"4944","Indonesia","USA","Commitments",2016,1.03785
"4945","Indonesia","USA","Commitments",2016,0.025207
"4954","Indonesia","USA","Commitments",2016,0.235045
"4958","Mexico","USA","Commitments",2016,0.92481
"4968","Mexico","USA","Commitments",2016,1.154691
"4971","Pakistan","USA","Commitments",2016,14.818447
"4973","Pakistan","USA","Commitments",2016,98.839385
"4982","Pakistan","USA","Commitments",2016,0.05
"4985","Philippines","USA","Commitments",2016,0.017014
"4996","Philippines","USA","Commitments",2016,1.291409
"5000","South Africa","USA","Commitments",2016,0.265
"5024","Thailand","USA","Commitments",2016,0.05
"5038","Vietnam","USA","Commitments",2016,1.117499
"5053","Brazil","Australia","Disbursements",2016,0.010042
"5077","India","Australia","Disbursements",2016,1.523824
"5083","Indonesia","Australia","Disbursements",2016,1.225377
"5092","Indonesia","Australia","Disbursements",2016,0.827273
"5094","Indonesia","Australia","Disbursements",2016,0.131287
"5095","Indonesia","Australia","Disbursements",2016,0.004415
"5123","Pakistan","Australia","Disbursements",2016,0.011975
"5125","Philippines","Australia","Disbursements",2016,0.232922
"5134","Philippines","Australia","Disbursements",2016,0.268044
"5164","Thailand","Australia","Disbursements",2016,0.02954
"5194","Brazil","Canada","Disbursements",2016,0.0014
"5206","China","Canada","Disbursements",2016,1.209054
"5216","India","Canada","Disbursements",2016,0.036988
"5220","India","Canada","Disbursements",2016,0.204326
"5222","India","Canada","Disbursements",2016,0.007726
"5223","Indonesia","Canada","Disbursements",2016,2.955485
"5225","Indonesia","Canada","Disbursements",2016,1.477743
"5229","Indonesia","Canada","Disbursements",2016,0.052097
"5232","Indonesia","Canada","Disbursements",2016,2.469247
"5234","Indonesia","Canada","Disbursements",2016,0.261024
"5235","Indonesia","Canada","Disbursements",2016,0.181458
"5246","Mexico","Canada","Disbursements",2016,0.047321
"5262","Pakistan","Canada","Disbursements",2016,0.098797
"5271","Philippines","Canada","Disbursements",2016,0.113173
"5276","Philippines","Canada","Disbursements",2016,0.056587
"5277","Philippines","Canada","Disbursements",2016,0.06495
"5290","South Africa","Canada","Disbursements",2016,0.027027
"5291","South Africa","Canada","Disbursements",2016,0.022439
"5292","South Africa","Canada","Disbursements",2016,0.21658
"5318","Vietnam","Canada","Disbursements",2016,0.03986
"5319","Vietnam","Canada","Disbursements",2016,0.01097
"5320","Vietnam","Canada","Disbursements",2016,0.002022
"5327","Brazil","Denmark","Disbursements",2016,0.207999
"5337","China","Denmark","Disbursements",2016,2.982731
"5340","China","Denmark","Disbursements",2016,1.493011
"5341","China","Denmark","Disbursements",2016,1.877046
"5346","China","Denmark","Disbursements",2016,0.128802
"5355","India","Denmark","Disbursements",2016,0.344879
"5365","Indonesia","Denmark","Disbursements",2016,0.199145
"5374","Indonesia","Denmark","Disbursements",2016,11.177684
"5375","Indonesia","Denmark","Disbursements",2016,0.056673
"5379","Mexico","Denmark","Disbursements",2016,0.051433
"5388","Mexico","Denmark","Disbursements",2016,1.655399
"5421","South Africa","Denmark","Disbursements",2016,0.002642
"5430","South Africa","Denmark","Disbursements",2016,0.678251
"5444","Thailand","Denmark","Disbursements",2016,0.012849
"5449","Vietnam","Denmark","Disbursements",2016,0.083046
"5458","Vietnam","Denmark","Disbursements",2016,1.631818
"5459","Vietnam","Denmark","Disbursements",2016,0.004746
"5461","Brazil","France","Disbursements",2016,0.084043
"5471","Brazil","France","Disbursements",2016,0.003317
"5472","Brazil","France","Disbursements",2016,3.837222
"5474","Brazil","France","Disbursements",2016,0.216742
"5475","China","France","Disbursements",2016,0.001106
"5486","China","France","Disbursements",2016,0.002212
"5487","China","France","Disbursements",2016,0.112794
"5488","China","France","Disbursements",2016,4.899923
"5489","India","France","Disbursements",2016,0.034281
"5491","India","France","Disbursements",2016,4.112573
"5503","Indonesia","France","Disbursements",2016,0.07962
"5506","Indonesia","France","Disbursements",2016,0.315161
"5515","Indonesia","France","Disbursements",2016,0.155922
"5517","Mexico","France","Disbursements",2016,0.009952
"5519","Mexico","France","Disbursements",2016,88.157691
"5527","Mexico","France","Disbursements",2016,0.014376
"5528","Mexico","France","Disbursements",2016,0.005529
"5529","Mexico","France","Disbursements",2016,0.011058
"5559","South Africa","France","Disbursements",2016,0.109477
"5570","South Africa","France","Disbursements",2016,0.08736
"5572","South Africa","France","Disbursements",2016,0.101736
"5585","Thailand","France","Disbursements",2016,0.001106
"5597","Vietnam","France","Disbursements",2016,0.003317
"5598","Vietnam","France","Disbursements",2016,0.596042
"5599","Vietnam","France","Disbursements",2016,0.019905
"5600","Vietnam","France","Disbursements",2016,6.655976
"5601","Brazil","Germany","Disbursements",2016,146.522188
"5603","Brazil","Germany","Disbursements",2016,4.591313
"5604","Brazil","Germany","Disbursements",2016,0.094794
"5605","Brazil","Germany","Disbursements",2016,0.040302
"5606","Brazil","Germany","Disbursements",2016,0.240872
"5608","Brazil","Germany","Disbursements",2016,0.024328
"5609","Brazil","Germany","Disbursements",2016,0.270853
"5612","Brazil","Germany","Disbursements",2016,5.141483
"5613","Brazil","Germany","Disbursements",2016,0.002775
"5614","Brazil","Germany","Disbursements",2016,1.399705
"5615","China","Germany","Disbursements",2016,1.830825
"5617","China","Germany","Disbursements",2016,0.426497
"5618","China","Germany","Disbursements",2016,0.68702
"5619","China","Germany","Disbursements",2016,0.033175
"5620","China","Germany","Disbursements",2016,0.998702
"5621","China","Germany","Disbursements",2016,0.066221
"5623","China","Germany","Disbursements",2016,0.410096
"5626","China","Germany","Disbursements",2016,3.471578
"5627","China","Germany","Disbursements",2016,0.652389
"5628","China","Germany","Disbursements",2016,0.662264
"5629","India","Germany","Disbursements",2016,1.081957
"5631","India","Germany","Disbursements",2016,13.54118
"5633","India","Germany","Disbursements",2016,0.417224
"5637","India","Germany","Disbursements",2016,1.291336
"5640","India","Germany","Disbursements",2016,6.836237
"5641","India","Germany","Disbursements",2016,0.388544
"5642","India","Germany","Disbursements",2016,14.625179
"5643","Indonesia","Germany","Disbursements",2016,1.391166
"5645","Indonesia","Germany","Disbursements",2016,2.420837
"5646","Indonesia","Germany","Disbursements",2016,0.047551
"5647","Indonesia","Germany","Disbursements",2016,0.405141
"5651","Indonesia","Germany","Disbursements",2016,0.32244
"5654","Indonesia","Germany","Disbursements",2016,5.755589
"5655","Indonesia","Germany","Disbursements",2016,0.023458
"5656","Indonesia","Germany","Disbursements",2016,1.768917
"5659","Mexico","Germany","Disbursements",2016,1.891994
"5661","Mexico","Germany","Disbursements",2016,0.045231
"5662","Mexico","Germany","Disbursements",2016,79.829881
"5668","Mexico","Germany","Disbursements",2016,4.093765
"5670","Mexico","Germany","Disbursements",2016,0.024328
"5673","Pakistan","Germany","Disbursements",2016,0.010447
"5682","Pakistan","Germany","Disbursements",2016,0.014716
"5696","Philippines","Germany","Disbursements",2016,3.054616
"5698","Philippines","Germany","Disbursements",2016,0.097313
"5702","South Africa","Germany","Disbursements",2016,0.045994
"5703","South Africa","Germany","Disbursements",2016,0.221658
"5707","South Africa","Germany","Disbursements",2016,0.256289
"5708","South Africa","Germany","Disbursements",2016,0.418426
"5710","South Africa","Germany","Disbursements",2016,4.65891
"5711","South Africa","Germany","Disbursements",2016,0.203804
"5712","South Africa","Germany","Disbursements",2016,1.875985
"5715","Thailand","Germany","Disbursements",2016,0.719937
"5716","Thailand","Germany","Disbursements",2016,0.004652
"5721","Thailand","Germany","Disbursements",2016,0.006128
"5724","Thailand","Germany","Disbursements",2016,1.701016
"5725","Thailand","Germany","Disbursements",2016,0.084817
"5726","Thailand","Germany","Disbursements",2016,0.033175
"5727","Vietnam","Germany","Disbursements",2016,0.262941
"5729","Vietnam","Germany","Disbursements",2016,0.96965
"5730","Vietnam","Germany","Disbursements",2016,0.150769
"5732","Vietnam","Germany","Disbursements",2016,0.009133
"5735","Vietnam","Germany","Disbursements",2016,0.061319
"5736","Vietnam","Germany","Disbursements",2016,0.038702
"5737","Vietnam","Germany","Disbursements",2016,0.110583
"5738","Vietnam","Germany","Disbursements",2016,5.41132
"5739","Vietnam","Germany","Disbursements",2016,0.014196
"5740","Vietnam","Germany","Disbursements",2016,2.347474
"5741","Brazil","Japan","Disbursements",2016,0.010661
"5742","Brazil","Japan","Disbursements",2016,0.009944
"5743","Brazil","Japan","Disbursements",2016,0.275205
"5747","Brazil","Japan","Disbursements",2016,0.017334
"5752","Brazil","Japan","Disbursements",2016,0.059005
"5753","Brazil","Japan","Disbursements",2016,0.024963
"5754","Brazil","Japan","Disbursements",2016,0.067287
"5761","China","Japan","Disbursements",2016,0.012316
"5766","China","Japan","Disbursements",2016,0.722969
"5768","China","Japan","Disbursements",2016,2.184872
"5769","India","Japan","Disbursements",2016,0.320479
"5771","India","Japan","Disbursements",2016,3.097718
"5775","India","Japan","Disbursements",2016,27.544758
"5780","India","Japan","Disbursements",2016,0.522781
"5783","Indonesia","Japan","Disbursements",2016,0.453353
"5784","Indonesia","Japan","Disbursements",2016,2.063267
"5785","Indonesia","Japan","Disbursements",2016,1.863594
"5789","Indonesia","Japan","Disbursements",2016,0.370873
"5792","Indonesia","Japan","Disbursements",2016,0.035844
"5794","Indonesia","Japan","Disbursements",2016,2.997511
"5796","Indonesia","Japan","Disbursements",2016,0.040101
"5799","Mexico","Japan","Disbursements",2016,0.258385
"5803","Mexico","Japan","Disbursements",2016,0.024797
"5808","Mexico","Japan","Disbursements",2016,0.05476
"5810","Mexico","Japan","Disbursements",2016,0.004402
"5811","Pakistan","Japan","Disbursements",2016,3.713024
"5812","Pakistan","Japan","Disbursements",2016,3.509113
"5813","Pakistan","Japan","Disbursements",2016,49.089793
"5822","Pakistan","Japan","Disbursements",2016,0.007169
"5825","Philippines","Japan","Disbursements",2016,3.933818
"5826","Philippines","Japan","Disbursements",2016,24.039863
"5827","Philippines","Japan","Disbursements",2016,0.903737
"5831","Philippines","Japan","Disbursements",2016,0.046194
"5834","Philippines","Japan","Disbursements",2016,0.075706
"5836","Philippines","Japan","Disbursements",2016,0.117084
"5841","South Africa","Japan","Disbursements",2016,0.018473
"5845","South Africa","Japan","Disbursements",2016,0.004301
"5848","South Africa","Japan","Disbursements",2016,0.027747
"5850","South Africa","Japan","Disbursements",2016,0.001562
"5853","Thailand","Japan","Disbursements",2016,0.64014
"5855","Thailand","Japan","Disbursements",2016,0.992191
"5859","Thailand","Japan","Disbursements",2016,0.25141
"5864","Thailand","Japan","Disbursements",2016,2.857144
"5866","Thailand","Japan","Disbursements",2016,0.009835
"5867","Vietnam","Japan","Disbursements",2016,4.194454
"5868","Vietnam","Japan","Disbursements",2016,20.766956
"5869","Vietnam","Japan","Disbursements",2016,1.489613
"5873","Vietnam","Japan","Disbursements",2016,1.008661
"5876","Vietnam","Japan","Disbursements",2016,0.042636
"5878","Vietnam","Japan","Disbursements",2016,95.124385
"5880","Vietnam","Japan","Disbursements",2016,27.099336
"5887","Brazil","Korea","Disbursements",2016,0.007269
"5906","China","Korea","Disbursements",2016,1.045622
"5915","India","Korea","Disbursements",2016,0.007269
"5923","Indonesia","Korea","Disbursements",2016,1.161252
"5924","Indonesia","Korea","Disbursements",2016,0.011461
"5928","Indonesia","Korea","Disbursements",2016,0.189558
"5931","Indonesia","Korea","Disbursements",2016,0.044938
"5934","Indonesia","Korea","Disbursements",2016,1.120282
"5966","Philippines","Korea","Disbursements",2016,27.409304
"5967","Philippines","Korea","Disbursements",2016,0.040415
"5971","Philippines","Korea","Disbursements",2016,0.007269
"5975","Philippines","Korea","Disbursements",2016,0.237315
"5976","Philippines","Korea","Disbursements",2016,0.00619
"5978","Philippines","Korea","Disbursements",2016,0.1975
"5999","Thailand","Korea","Disbursements",2016,0.007269
"6003","Thailand","Korea","Disbursements",2016,0.585047
"6004","Thailand","Korea","Disbursements",2016,0.01246
"6007","Vietnam","Korea","Disbursements",2016,1.315187
"6008","Vietnam","Korea","Disbursements",2016,0.003373
"6009","Vietnam","Korea","Disbursements",2016,0.232541
"6014","Vietnam","Korea","Disbursements",2016,4.221989
"6017","Vietnam","Korea","Disbursements",2016,1.22564
"6018","Vietnam","Korea","Disbursements",2016,0.27495
"6020","Vietnam","Korea","Disbursements",2016,4.663555
"6066","Indonesia","Netherlands","Disbursements",2016,2.07224
"6074","Indonesia","Netherlands","Disbursements",2016,0.038738
"6126","South Africa","Netherlands","Disbursements",2016,0.005357
"6165","Brazil","Sweden","Disbursements",2016,0.221318
"6172","Brazil","Sweden","Disbursements",2016,0.698837
"6186","China","Sweden","Disbursements",2016,0.049413
"6193","India","Sweden","Disbursements",2016,0.148191
"6200","India","Sweden","Disbursements",2016,0.127061
"6207","Indonesia","Sweden","Disbursements",2016,0.128314
"6214","Indonesia","Sweden","Disbursements",2016,0.197651
"6235","Pakistan","Sweden","Disbursements",2016,0.078303
"6256","Philippines","Sweden","Disbursements",2016,0.501186
"6270","South Africa","Sweden","Disbursements",2016,0.651107
"6277","Thailand","Sweden","Disbursements",2016,0.028166
"6284","Thailand","Sweden","Disbursements",2016,0.211769
"6326","China","Switzerland","Disbursements",2016,4.085406
"6340","India","Switzerland","Disbursements",2016,2.105199
"6354","Indonesia","Switzerland","Disbursements",2016,0.615521
"6356","Indonesia","Switzerland","Disbursements",2016,8.099279
"6382","Pakistan","Switzerland","Disbursements",2016,0.352249
"6404","South Africa","Switzerland","Disbursements",2016,1.470917
"6410","South Africa","Switzerland","Disbursements",2016,0.064291
"6412","South Africa","Switzerland","Disbursements",2016,2.109075
"6438","Vietnam","Switzerland","Disbursements",2016,0.31946
"6440","Vietnam","Switzerland","Disbursements",2016,5.974072
"6443","Brazil","UK","Disbursements",2016,1.016689
"6448","Brazil","UK","Disbursements",2016,0.134605
"6452","Brazil","UK","Disbursements",2016,0.477634
"6453","Brazil","UK","Disbursements",2016,0.005657
"6454","Brazil","UK","Disbursements",2016,1.19947
"6455","China","UK","Disbursements",2016,0.091282
"6456","China","UK","Disbursements",2016,0.018616
