"Year","Provider Type","Provider","Provider (detailed)","Provider Code","Agency Code","Extending Agency","CRS Identification N°","Donor project N°","Recipient","Recipient Code","Recipient Region","Recipient Income Group (OECD Classification)","Concessionality","Climate objective (applies to Rio-marked data only) or climate component","Adaptation objective (applies to Rio-marked data only)","Mitigation objective (applies to Rio-marked data only)","Adaptation-related development finance - Commitment - Current USD thousand","Adaptation-related development finance - Commitment - 2019 USD thousand","Mitigation-related development finance - Commitment - Current USD thousand","Mitigation-related development finance - Commitment - 2019 USD thousand","Overlap - Commitment - Current USD thousand","Overlap - Commitment - 2019 USD thousand","Climate-related development finance - Commitment - Current USD thousand","Climate-related development finance - Commitment - 2019 USD thousand","Channel of Delivery Code","Channel of Delivery","Purpose Code","Sector (detailed)","Sub-sector","Development Cooperation Modality","Financial Instrument","Type of Finance","Project Title","Description","Coal-related Financing","Share of the underlying commitment, % (when available)","Gender","ID"
2019,"DAC member","Canada","Canada",301,2,"International Development Research Centre",2019009127,"109127","South Africa",218,"South of Sahara","UMICs","Concessional and developmental","Principal","Principal","Principal",13.1232102486812,13.1232102486812,13.1232102486812,13.1232102486812,13.1232102486812,13.1232102486812,13.1232102486812,13.1232102486812,51000,"University, college or other teaching institution, research institute or think-tank",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"SUPPORT FOR AFRICA'S CONTRIBUTION TO IPCC SIXTH ASSESSMENT REPORT","Climate change represents a significant threat to human health, biodiversity, and the sustained eradication of poverty. Africa, with rates and magnitudes of climate change above the global average, is poised to be one of the most negatively impacted regions. For example, the World Bank has suggested that more than half of the 100 million people projected to be pushed into extreme poverty by climate change by 2030 are Africans.This project supports synthesis efforts to maximize Africa's contribution to the Intergovernmental Panel on Climate Change's (IPCC) sixth Assessment Report. The IPCC does not provide any financial support for these essential assessment functions, but without them the African contribution to the IPCC will be severely compromised. Since Africa is anticipated to be one of the most negatively affected regions by climate change, a detailed assessment of climate change risks and solutions is urgently needed for guiding complex decisions on climate change adaptation by governments across the continent. The overall aim of this support project is to enhance the quality, quantity, and visibility of African-focused adaptation science in the IPCC's sixth Assessment Report. By supporting Africa's contribution to the Report, this project will ensure that research conducted under the Collaborative Adaptation Research Initiative in Africa and Asia is applied to the Report to identify risks and solutions for Africa. This project will specifically support synthesis workshops and the time of African scientists to contribute to sections of the Report. This support will develop the capacity of a new generation of African researchers to engage in international assessment processes and enhance the voice of African science in evidence for policy development.",NA,1,"Not targeted",2336
2019,"DAC member","Germany","Germany",5,9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",2019013746,"19_II_144_PHL_G_Coll","Philippines",755,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",5597.22378,5597.22378,0,0,0,0,5597.22378,5597.22378,11003,"Public corporations",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"COLLABORATION ON CLIMATE INFORMATION AND SERVICES - BUILDING A KNOWLEDGE EXCHANGE AND LEARNING PLATFORM","Climate Information and Services (CIS) as well as capacity development in order to response to the impacts of climate change are crucial for the establishment of climate resilient communities and ecosystems. The aim of the project is to facilitate the collaboration of key actors of CIS in the country and globally by providing a venue for knowledge management and mutual learning among the most vulnerable countries. Concrete measures are (1) the provision of quality proofed and accessible climate data and information, (2) enhanced capacity development of national agencies, academies and local government units, (3) the development of knowledge products for scientific and evidence based planning, and (4) the establishment of the CVF (climate vulnerable forum) South-South platform on CIS. The project will also highlight mitigation co-benefits (e.g. through INDCs (intended nationally determined contributions) and Nationally Appropriate Mitigation Actions (NAMAs)).",NA,1,"Not targeted",8259
2019,"DAC member","Germany","Germany",5,9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",2019013772,"19_IV_096_IND_G_Prot","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",5261.39035,5261.39035,0,0,0,0,5261.39035,5261.39035,11003,"Public corporations",41030,"IV.1. General Environment Protection","Biodiversity","C01","Grant",110,"PROTECTING AQUATIC ECOSYSTEMS IN INDIA'S NORTHEASTERN HIMALAYA REGION","India is home to 3 of the world's 35 key hotspots of biological diversity. Two of these are located in the northeastern region. The biodiversity of the inland waters is widely unexplored, however, extremely threatened by anthropogenic drivers. The planned project aims to build the capacity of research institutes and departments in the eight northeastern states to assess the biological status of water bodies, protected areas and water quality. Following this, management plans will be drafted and protected areas designated and restored together with the local communities. This will be easier in the northeastern region than in the rest of the country due to the preponderance of communal land ownership. The project supports national contributions to Convention on biodiversity (CBD) implementation through scientific advisory services,support for the implementation of the National Biodiversity Action Plan as well as publications such as the Red List of Threatened Fish Species.",NA,1,"Significant",8266
2019,"DAC member","Japan","Japan",701,12,"Other Ministries",2019050515,"POEN2019/09-30/097","Thailand",764,"Far East Asia","UMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",390,390,0,0,0,0,390,390,51000,"University, college or other teaching institution, research institute or think-tank",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"SUPPORT FOR ADAPATAION COOEPRATION OF AIT RRC.AP","Support for Adapataion cooepration including capacity buildings of AIT RRC.AP",NA,1,"Significant",11160
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010383,"7F-10093.01.03","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,1129.08311531495,1129.08311531495,0,0,1129.08311531495,1129.08311531495,51000,"University, college or other teaching institution, research institute or think-tank",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"CLEAN AIR PROJECT IN INDIA (CAP INDIA)","India is one of the most severely affected countries by air pollution in the world. This project will respond to a demand for support raised in India's new National Clean Air Programme, with the aim to improve air quality with co-benefits on public health, environment and climate change. Capacity building and technical assistance through Swiss expertise will support data measurement and analysis, city level clean air action plans and awareness raising campaigns to take precautionary measures and mitigate air pollution.",NA,1,"Not targeted",14329
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010383,"7F-10093.01.03","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,2634.52726906822,2634.52726906822,0,0,2634.52726906822,2634.52726906822,51000,"University, college or other teaching institution, research institute or think-tank",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"CLEAN AIR PROJECT IN INDIA (CAP INDIA)","India is one of the most severely affected countries by air pollution in the world. This project will respond to a demand for support raised in India's new National Clean Air Programme, with the aim to improve air quality with co-benefits on public health, environment and climate change. Capacity building and technical assistance through Swiss expertise will support data measurement and analysis, city level clean air action plans and awareness raising campaigns to take precautionary measures and mitigate air pollution.",NA,1,"Not targeted",14330
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010384,"7F-10093.01.04","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,452.807405916683,452.807405916683,0,0,452.807405916683,452.807405916683,51000,"University, college or other teaching institution, research institute or think-tank",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"CLEAN AIR PROJECT IN INDIA (CAP INDIA)","India is one of the most severely affected countries by air pollution in the world. This project will respond to a demand for support raised in India's new National Clean Air Programme, with the aim to improve air quality with co-benefits on public health, environment and climate change. Capacity building and technical assistance through Swiss expertise will support data measurement and analysis, city level clean air action plans and awareness raising campaigns to take precautionary measures and mitigate air pollution.",NA,1,"Not targeted",14331
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010384,"7F-10093.01.04","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,1056.55061380559,1056.55061380559,0,0,1056.55061380559,1056.55061380559,51000,"University, college or other teaching institution, research institute or think-tank",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"CLEAN AIR PROJECT IN INDIA (CAP INDIA)","India is one of the most severely affected countries by air pollution in the world. This project will respond to a demand for support raised in India's new National Clean Air Programme, with the aim to improve air quality with co-benefits on public health, environment and climate change. Capacity building and technical assistance through Swiss expertise will support data measurement and analysis, city level clean air action plans and awareness raising campaigns to take precautionary measures and mitigate air pollution.",NA,1,"Not targeted",14332
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010385,"7F-10093.01.05","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,39.2433085127792,39.2433085127792,0,0,39.2433085127792,39.2433085127792,62000,"Private sector in recipient country",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"CLEAN AIR PROJECT IN INDIA (CAP INDIA)","India is one of the most severely affected countries by air pollution in the world. This project will respond to a demand for support raised in India's new National Clean Air Programme, with the aim to improve air quality with co-benefits on public health, environment and climate change. Capacity building and technical assistance through Swiss expertise will support data measurement and analysis, city level clean air action plans and awareness raising campaigns to take precautionary measures and mitigate air pollution.",NA,1,"Not targeted",14333
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010385,"7F-10093.01.05","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,91.5677198631515,91.5677198631515,0,0,91.5677198631515,91.5677198631515,62000,"Private sector in recipient country",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"CLEAN AIR PROJECT IN INDIA (CAP INDIA)","India is one of the most severely affected countries by air pollution in the world. This project will respond to a demand for support raised in India's new National Clean Air Programme, with the aim to improve air quality with co-benefits on public health, environment and climate change. Capacity building and technical assistance through Swiss expertise will support data measurement and analysis, city level clean air action plans and awareness raising campaigns to take precautionary measures and mitigate air pollution.",NA,1,"Not targeted",14334
2019,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development",2019000249,"204794-106","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",47.614854517611,47.614854517611,0,0,0,0,47.614854517611,47.614854517611,90000,"Other",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"PERFORMANCE EVALUATION OF THE INFRASTRUCTURE FOR CLIMATE RESILIENT GROWTH (ICRG) PROGRAMME IN INDIA","In line with the UK government's aid policy and revised development partnership with India, the Infrastructure for Climate Resilient Growth (ICRG) programme sees the UK provide world class expertise to improve the impact of the Indian Government's $5 billion per year National Rural Employment Guarantee Scheme. The scheme will help over 5 million people living in three of India's poorest states – Odisha, Chhattisgarh and Bihar – to increase their incomes and resilience to climate shocks. It guarantees 40 million households per year the opportunity to build small scale works (irrigation, flood defences, forest plantations etc.) to increase their incomes and protect themselves from extreme weather events.  UK support will improve the design and quality of infrastructure built, increase the capacity of the government to deliver its own programmes and influence the policies of the largest programme of this type in the world.",NA,1,"Significant",16792
2019,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development",2019001071,"204794-107","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",143.637059724349,143.637059724349,0,0,0,0,143.637059724349,143.637059724349,41114,"United Nations Development Programme",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","B03","Grant",110,"INFRASTRUCTURE FOR CLIMATE RESILIENT GROWTH - EXTENDED PHASE","In line with the UK government's aid policy and revised development partnership with India, the Infrastructure for Climate Resilient Growth (ICRG) programme sees the UK provide world class expertise to improve the impact of the Indian Government's $5 billion per year National Rural Employment Guarantee Scheme. The scheme will help over 5 million people living in three of India's poorest states – Odisha, Chhattisgarh and Bihar – to increase their incomes and resilience to climate shocks. It guarantees 40 million households per year the opportunity to build small scale works (irrigation, flood defences, forest plantations etc.) to increase their incomes and protect themselves from extreme weather events.  UK support will improve the design and quality of infrastructure built, increase the capacity of the government to deliver its own programmes and influence the policies of the largest programme of this type in the world.",NA,1,"Significant",16843
2019,"DAC member","United Kingdom","United Kingdom",12,16,"Department for Business, Energy and Industrial Strategy",2019003370,"NF_MO_ZAF_489","South Africa",218,"South of Sahara","UMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",535.436416539051,535.436416539051,0,0,0,0,535.436416539051,535.436416539051,11000,"Donor Government",41082,"IV.1. General Environment Protection","Environmental research","C01","Grant",110,"WEATHER AND CLIMATE SCIENCE FOR SERVICE PARTNERSHIP (WCSSP  SOUTH AFRICA)","Collaborative project between meteorological services in South Africa and UK focusing on capacity building for improved weather and climate services, enabling mitigation of risk from extreme weather events.  This includes development of modelling capability for enhanced early weather warnings and a capacity building training programme for severe weather forecasting.",NA,1,"Not targeted",16938
2019,"DAC member","United Kingdom","United Kingdom",12,16,"Department for Business, Energy and Industrial Strategy",2019003375,"NF_MO_CHN_488","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Principal","Significant",1303.15460183767,1303.15460183767,1303.15460183767,1303.15460183767,1303.15460183767,1303.15460183767,1303.15460183767,1303.15460183767,11000,"Donor Government",41082,"IV.1. General Environment Protection","Environmental research","D02","Grant",110,"INTEGRATION OF ALL ACTIVITIES ACROSS CSSPCHINA, ENABLING THE PULLTHROUGH OF SCIENCE DEVELOPED IN THE OTHER WORK PACKAGES BY DEVELOPING PROTOTYPES OF","Collaborative work with Chinese stakeholders to strengthen capacity in climate services, bridging the gap between information developed by scientists and service providers and the practical needs of climatesensitive decisionmakers.  Development of translational science with Chinese collaborators to produce useable and useful climate science knowledge and applications.",NA,1,"Not targeted",16943
2019,"DAC member","United Kingdom","United Kingdom",12,16,"Department for Business, Energy and Industrial Strategy",2019003384,"NF_MO_CHN_479","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Principal","Significant",718.167248851455,718.167248851455,718.167248851455,718.167248851455,718.167248851455,718.167248851455,718.167248851455,718.167248851455,11000,"Donor Government",41082,"IV.1. General Environment Protection","Environmental research","D02","Grant",110,"INCREASE THE UNDERSTANDING OF EAST ASIAN CLIMATE VARIABILITY AND ASSESSMENT OF ITS PREDICTABILITY FOR IMPROVING CLIMATE PREDICTION SKILLS OVER EAST AS","Climate change research focused on impacts on regional water cycle and climate extremes within East Asia.  Collaboration between scientists in UK and China to strengthen research capacity and increase understanding of drivers of regional drought and flooding, thus contributing to developing the capability of early warning methodology.",NA,1,"Not targeted",16952
2019,"DAC member","United Kingdom","United Kingdom",12,16,"Department for Business, Energy and Industrial Strategy",2019003386,"NF_MO_CHN_485","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Principal","Significant",913.855327462991,913.855327462991,913.855327462991,913.855327462991,913.855327462991,913.855327462991,913.855327462991,913.855327462991,11000,"Donor Government",41082,"IV.1. General Environment Protection","Environmental research","D02","Grant",110,"INTEGRATION OF ALL ACTIVITIES ACROSS CSSPCHINA, ENABLING THE PULLTHROUGH OF SCIENCE DEVELOPED IN THE OTHER WORK PACKAGES BY DEVELOPING PROTOTYPES OF","Collaborative work with Chinese stakeholders to strengthen capacity in climate services, bridging the gap between information developed by scientists and service providers and the practical needs of climatesensitive decisionmakers.  Development of translational science with Chinese collaborators to produce useable and useful climate science knowledge and applications.",NA,1,"Not targeted",16954
2019,"DAC member","United States","United States",302,1,"Agency for International Development",NA,"76_53052","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,95,95,0,0,95,95,22000,"Donor country-based NGO",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","D02","Grant",110,"PROGRAM TO EXTEND SCHOLARSHIP AND TRAINING TO ACHIEVE SUSTAINABLE IMPACTS (PRESTASI 3)","A key component of the U.S. governments development program in Indonesia has always been training, and the support for both short and long-term exchange opportunities continues to be powerful tool in helping individuals, organizations, and institutions acquire the knowledge, skills, and capacity to support Indonesias on-going development. Program to Extend Scholarships and Training to Achieve Sustainable Impacts (PRESTASI) provides opportunities for Indonesians to earn Master degrees in selected fields primarily from a university in the U.S. PRESTASI is open to all Indonesians who meet the requirements. Participants targeted for USAID PRESTASI Scholarship Program are: emerging leaders, local NGO representative, public and private sector institutions, female participants are encouraged to apply, Disable participants are encouraged to apply, and Under-represented and disadvantaged areas.  The goal of this program is to improve the performance and leadership skills of Indonesian professionals, which, in turn will help to promote development in the country. Specifically, PRESTASI will provide training and technical services required to strengthen and expand the base of skilled, high-performing professionals and institutions in Indonesias public and private sector.",NA,1,"Significant",18145
2019,"DAC member","United States","United States",302,1,"Agency for International Development",NA,"76_53052","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,205,205,0,0,205,205,22000,"Donor country-based NGO",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","D02","Grant",110,"PROGRAM TO EXTEND SCHOLARSHIP AND TRAINING TO ACHIEVE SUSTAINABLE IMPACTS (PRESTASI 3)","A key component of the U.S. governments development program in Indonesia has always been training, and the support for both short and long-term exchange opportunities continues to be powerful tool in helping individuals, organizations, and institutions acquire the knowledge, skills, and capacity to support Indonesias on-going development. Program to Extend Scholarships and Training to Achieve Sustainable Impacts (PRESTASI) provides opportunities for Indonesians to earn Master degrees in selected fields primarily from a university in the U.S. PRESTASI is open to all Indonesians who meet the requirements. Participants targeted for USAID PRESTASI Scholarship Program are: emerging leaders, local NGO representative, public and private sector institutions, female participants are encouraged to apply, Disable participants are encouraged to apply, and Under-represented and disadvantaged areas.  The goal of this program is to improve the performance and leadership skills of Indonesian professionals, which, in turn will help to promote development in the country. Specifically, PRESTASI will provide training and technical services required to strengthen and expand the base of skilled, high-performing professionals and institutions in Indonesias public and private sector.",NA,1,"Significant",18146
2019,"DAC member","United States","United States",302,1,"Agency for International Development",NA,"76_54144","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Significant","Principal",555,555,555,555,555,555,555,555,61000,"Private sector in provider country",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"ADAPTASI PERUBAHAN IKLIM DAN KETANGGUHAN - APIK (RESILIENCE FLAGSHIP)","The flagship program in the Resilience sector is intended to provide technical assistance for strategic institutional capacity building of selected national ministries and regional/district government bodies, provide funding and management for multiple grants for community level resilience work and provide on-demand technical assistance to support resilience aspects of the work under other Biodiversity, Conservation, and Climate Change Project Appraisal Document sectoral sub-programs such as energy, and marine sectors.",NA,1,"Significant",18165
2019,"DAC member","United States","United States",302,1,"Agency for International Development",NA,"76_54144","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Significant","Principal",52.427,52.427,52.427,52.427,52.427,52.427,52.427,52.427,61000,"Private sector in provider country",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"ADAPTASI PERUBAHAN IKLIM DAN KETANGGUHAN - APIK (RESILIENCE FLAGSHIP)","The flagship program in the Resilience sector is intended to provide technical assistance for strategic institutional capacity building of selected national ministries and regional/district government bodies, provide funding and management for multiple grants for community level resilience work and provide on-demand technical assistance to support resilience aspects of the work under other Biodiversity, Conservation, and Climate Change Project Appraisal Document sectoral sub-programs such as energy, and marine sectors.",NA,1,"Significant",18166
2019,"DAC member","United States","United States",302,1,"Agency for International Development",NA,"76_54801","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,3810.462,3810.462,0,0,3810.462,3810.462,61000,"Private sector in provider country",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"LESTARI PROJECT","USAID/Indonesia's new sustainable landscapes and biodiversity project will build upon the strong foundation laid by the IFACS project while expanding its emphasis on biodiversity conservation and low emissions development. The next 5 year program will continue the efforts of making a substantial contribution toward achieving the Government of Indonesia's goal of reducing greenhouse gas emissions by 26 percent by the year 2020 while also improving the management of at least 2 million hectares of high biodiversity forest. The four main approaches to be undertaken by the project in five key landscapes are 1) improved and low emissions development oriented district land use governance; 2) improved management of protected areas; 3) improved private sector and industry forest management practices and investment in low emissions development, and 4) improved community participation and benefits from good forest management and low emissions development. LESTARI will contribute towards the Mission's EC-LEDS program by strengthening the capacity of key districts to develop and implement low-emissions land use plans, thus reducing the emissions of GHGs from land use sources.",NA,1,"Significant",18202
2019,"DAC member","United States","United States",302,1,"Agency for International Development",NA,"76_54801","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,3120,3120,0,0,3120,3120,61000,"Private sector in provider country",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"LESTARI PROJECT","USAID/Indonesia's new sustainable landscapes and biodiversity project will build upon the strong foundation laid by the IFACS project while expanding its emphasis on biodiversity conservation and low emissions development. The next 5 year program will continue the efforts of making a substantial contribution toward achieving the Government of Indonesia's goal of reducing greenhouse gas emissions by 26 percent by the year 2020 while also improving the management of at least 2 million hectares of high biodiversity forest. The four main approaches to be undertaken by the project in five key landscapes are 1) improved and low emissions development oriented district land use governance; 2) improved management of protected areas; 3) improved private sector and industry forest management practices and investment in low emissions development, and 4) improved community participation and benefits from good forest management and low emissions development. LESTARI will contribute towards the Mission's EC-LEDS program by strengthening the capacity of key districts to develop and implement low-emissions land use plans, thus reducing the emissions of GHGs from land use sources.",NA,1,"Significant",18203
2019,"DAC member","United States","United States",302,1,"Agency for International Development",NA,"76_56261","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,400,400,0,0,400,400,22000,"Donor country-based NGO",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"ENVIRONMENTAL HEALTH AND SAFETY+ CENTER","USAID will invest $500,000 in the Environmental Health and Safety+ Center program, the goal of which is to advance low-carbon sustainable manufacturing practices in India's industrial sector while improving health and safety conditions inside factories and community conditions related to air, water, and carbon emissions. The program will establish an Indian owned and operated, financially and operationally viable EHS+ Center. The overall EHS+ Center activity builds professional capacity in a range of manufacturing practices, including environmental, health and safety, and energy and carbon management. This program will include additional intensive energy efficiency workshops that will target the most energy intensive industrial processes in some of India's most energy intensive industrial sectors - ensuring carbon emissions reductions. (IM # 100351, $500,000 direct GCC-CE).",NA,1,"Not targeted",18254
2019,"DAC member","United States","United States",302,1,"Agency for International Development",NA,"76_56457","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,7679.498,7679.498,0,0,7679.498,7679.498,61000,"Private sector in provider country",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"INDONESIA SUSTAINABLE ECOSYSTEM ADVANCED (SEA) PROJECT","The new marine program is intended to provide technical assistance to promote integrated fisheries and conservation approaches at the national level, as well as in one specific fisheries management area encompassing two priority eco-regions. Activities will focus on policy and regulation development support; capacity building for national and eco-region stakeholders, including management of critical marine and coastal habitats and marine endangered, threatened, and protected species; supporting the implementation of urgent actions for marine biodiversity conservation, sustainable fisheries management, climate change, community economic development; and supporting activities to combat illegal, unregulated, and unreported fishing including updating technology.Expected results:1.At least six million hectares in the target fisheries management areas under improved fisheries management as a result of U.S. assistance.2.At least six policies, laws, regulations, and/or operational protocols in support of marine conservation and sustainable fisheries management created, strengthened, promulgated, and/or enforced at all levels.3.Key drivers and highest-rated pressures to marine biodiversity show a declining trend in the target areas.",NA,1,"Significant",18273
2019,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank",2019000792,"LN3624-IND","India",645,"Asia","LMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",3645.6,3645.6,0,0,NA,NA,3645.6,3645.6,12000,"Recipient Government",43030,"IV.2. Other Multisector","Urban development and management","C01","Debt instrument",421,"ASSAM URBAN INFRASTRUCTURE INVESTMENT PROGRAM - TRANCHE 2","Tranche 2 will finance water supply infrastructure in Guwahati, and drainage infrastructure in Guwahati and Dibrugarh cities of Assam. The tranche will support infrastructure investments to (i) augment water supply system in Guwahati to benefit additional 350,000 residents; and (ii) improve drainage system in Guwahati and Dibrugarh to reduce water logging and flooding. The project will also support (i) capacity development of staff from urban local bodies and implementing agencies; and (ii) community awareness campaigns.",0,1,"Significant",221
2019,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank",2019000792,"LN3624-IND","India",645,"Asia","LMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",22394.4,22394.4,0,0,NA,NA,22394.4,22394.4,12000,"Recipient Government",43060,"IV.2. Other Multisector","Disaster Risk Reduction","C01","Debt instrument",421,"ASSAM URBAN INFRASTRUCTURE INVESTMENT PROGRAM - TRANCHE 2","Tranche 2 will finance water supply infrastructure in Guwahati, and drainage infrastructure in Guwahati and Dibrugarh cities of Assam. The tranche will support infrastructure investments to (i) augment water supply system in Guwahati to benefit additional 350,000 residents; and (ii) improve drainage system in Guwahati and Dibrugarh to reduce water logging and flooding. The project will also support (i) capacity development of staff from urban local bodies and implementing agencies; and (ii) community awareness campaigns.",0,1,"Significant",222
2019,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank",2019000840,"LN3759-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,4592,4592,NA,NA,4592,4592,12000,"Recipient Government",43030,"IV.2. Other Multisector","Urban development and management","C01","Debt instrument",421,"YUNNAN LINCANG BORDER ECONOMIC COOPERATION ZONE DEVELOPMENT PROJECT","The project will address cross-border trade capacity, border connectivity, and urban and social development issues in the Cangyuan Wa, Gengma Dai and Wa, and Zhenkang counties in Lincang Prefecture; and support Yunnan Province in enhancing regional cooperation and integration (RCI) under the Greater Mekong Subregion (GMS) program, focusing on economic corridor development. It is expected to enhance RCI in the Shan border province of Myanmar by providing benefits to Myanmar nationals who trade, work, and use social services in the project counties.",0,0.0574,"Significant",238
2019,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank",2019000840,"LN3759-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",6448,6448,0,0,NA,NA,6448,6448,12000,"Recipient Government",43030,"IV.2. Other Multisector","Urban development and management","C01","Debt instrument",421,"YUNNAN LINCANG BORDER ECONOMIC COOPERATION ZONE DEVELOPMENT PROJECT","The project will address cross-border trade capacity, border connectivity, and urban and social development issues in the Cangyuan Wa, Gengma Dai and Wa, and Zhenkang counties in Lincang Prefecture; and support Yunnan Province in enhancing regional cooperation and integration (RCI) under the Greater Mekong Subregion (GMS) program, focusing on economic corridor development. It is expected to enhance RCI in the Shan border province of Myanmar by providing benefits to Myanmar nationals who trade, work, and use social services in the project counties.",0,0.0806,"Significant",239
2019,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank",2019000840,"LN3759-PRC","China (People's Republic of)",730,"Asia","UMICs","Not concessional or not primarily developmental","Climate components","Climate components","Climate components",0,0,1722,1722,NA,NA,1722,1722,12000,"Recipient Government",43060,"IV.2. Other Multisector","Disaster Risk Reduction","C01","Debt instrument",421,"YUNNAN LINCANG BORDER ECONOMIC COOPERATION ZONE DEVELOPMENT PROJECT","The project will address cross-border trade capacity, border connectivity, and urban and social development issues in the Cangyuan Wa, Gengma Dai and Wa, and Zhenkang counties in Lincang Prefecture; and support Yunnan Province in enhancing regional cooperation and integration (RCI) under the Greater Mekong Subregion (GMS) program, focusing on economic corridor development. It is expected to enhance RCI in the Shan border province of Myanmar by providing benefits to Myanmar nationals who trade, work, and use social services in the project counties.",0,0.0574,"Significant",240
