"Year","Provider Type","Provider","Provider (detailed)","Provider Code","Agency Code","Extending Agency","CRS Identification N°","Donor project N°","Recipient","Recipient Code","Recipient Region","Recipient Income Group (OECD Classification)","Concessionality","Climate objective (applies to Rio-marked data only) or climate component","Adaptation objective (applies to Rio-marked data only)","Mitigation objective (applies to Rio-marked data only)","Adaptation-related development finance - Commitment - Current USD thousand","Adaptation-related development finance - Commitment - 2019 USD thousand","Mitigation-related development finance - Commitment - Current USD thousand","Mitigation-related development finance - Commitment - 2019 USD thousand","Overlap - Commitment - Current USD thousand","Overlap - Commitment - 2019 USD thousand","Climate-related development finance - Commitment - Current USD thousand","Climate-related development finance - Commitment - 2019 USD thousand","Channel of Delivery Code","Channel of Delivery","Purpose Code","Sector (detailed)","Sub-sector","Development Cooperation Modality","Financial Instrument","Type of Finance","Project Title","Description","Coal-related Financing","Share of the underlying commitment, % (when available)","Gender","ID"
2018,"DAC member","Germany","Germany",5,1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018005928","201833169","Philippines",755,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,650.30096,630.337979688627,0,0,650.30096,630.337979688627,TRUE,NA,23210,"II.3. Energy","Energy generation, renewable sources - multiple technologies","B01","Grant",110,"INTEGRATED REGIONAL DEVELOPMENT WITH EMPHASIS ON COMMUNITY-BASED RENEWABLE ENERGY AND WATER SUPPLY IN RURAL VILLAGES OF MINDANAO","Integrated regional development with emphasis on community-based renewable energy and water supply in rural villages of Mindanao",NA,1,"Significant",35817
2018,"DAC member","Germany","Germany",5,1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018007373","201320852_FV-95095","Brazil",431,"South America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,138.55666,134.303238821613,0,0,138.55666,134.303238821613,TRUE,NA,23210,"II.3. Energy","Energy generation, renewable sources - multiple technologies","C01","Grant",110,"STRENGTHENING QUALITY INFRASTRUCTURE (QI) FOR RENEWABLE ENERGIES AND ENERGY EFFICIENCY IN BRAZIL","To strengthen the national Quality Infrastructure (QI) for the development of renewable energies and the improvement of energy efficiency in Brazil. The project will aid in the sustainable establishment of renewables, ensure the security and quality of the energy supply and implement energy-efficiency measures that are based on reliable measurements. The project is structured in three technical components that correspond to the processes of energy generation, transmission and consumption, with one cross-cutting component aimed at cooperation. Component 1 focusses on Quality Infrastructure for renewable energy sources. Component 2 is centred on the topic of grid stability and power quality. In Component 3, selected municipalities are supported in the process of modernizing their public lighting systems to include light emitting diodes (LEDs).",NA,1,"Not targeted",35858
2018,"DAC member","Germany","Germany",5,1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018007389","201720739_FV_95328a","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,1180.21952,1143.98906596398,0,0,1180.21952,1143.98906596398,TRUE,NA,23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"STRENGTHENING THE QUALITY INFRASTRUCTURE (QI) FOR RENEWABLE ENERGY AND ENERGY EFFICIENCY IN MEXICO","The Quality Infrastructure (QI) institutions support the Mexican energy transition and transfer technical competencies. The implementation of national policies regarding sustainable energy often lack the necessary technical basis for quality assurance. SMEs and consumers benefit from safe and sustainable energy. Political counterpart is the General Direction for Standardization. Methodologically, QI institutions will be enabled to offer measurement and testing services in a competent manner and to extend them given the respective demand. Exchange among Mexico, the Dominican Republic and Cuba will be fostered. Consultancy will be provided by technical experts and complemented by study visits, seminars, workshops, conferences and intercomparison.",NA,1,"Not targeted",35861
2018,"DAC member","Germany","Germany",5,1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018007390","201720739_FV_95328b","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,590.10976,571.994532981991,0,0,590.10976,571.994532981991,TRUE,NA,23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"STRENGTHENING THE QUALITY INFRASTRUCTURE (QI) FOR RENEWABLE ENERGY AND ENERGY EFFICIENCY IN MEXICO","The Quality Infrastructure (QI) institutions support the Mexican energy transition and transfer technical competencies through trilateral cooperation. The implementation of national policies regarding sustainable energy often lack the necessary technical basis for quality assurance. SMEs and consumers benefit from safe and sustainable energy. Political counterpart is the General Direction for Standardization. Methodologically, QI institutions will be enabled to offer measurement and testing services in a competent manner and to extend them given the respective demand. Exchange among Mexico, the Dominican Republic and Cuba will be fostered. Consultancy will be provided by technical experts and complemented by study visits, seminars, workshops, conferences and intercomparison.",NA,1,"Not targeted",35862
2018,"DAC member","Germany","Germany",5,5,"Federal Ministry of Finance","2018011856","N/A","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,13.29367,12.8855800711832,0,0,13.29367,12.8855800711832,TRUE,NA,23210,"II.3. Energy","Energy generation, renewable sources - multiple technologies","D02","Grant",110,"CHINA - ENERGY TRENDS OF THE FUTURE (2018-2019)","The project aims to professionally promote German-Chinese cooperation in the field of energy management and policy through the expertise of the German Energy Agency (dena) and to identify future fields of cooperation.",NA,1,"Not targeted",35880
2018,"DAC member","Germany","Germany",5,5,"Federal Ministry of Finance","2018011857","N/A","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,424.58868,411.554629643882,0,0,424.58868,411.554629643882,TRUE,NA,23183,"II.3. Energy","Energy conservation and demand-side efficiency","C01","Grant",110,"ENERGY EFFICIENCY OF PRODUCTION PROCESS AND EQUIPMENT / ENERGY AUDITS","The main and economic energy saving- and environmental relief potentials in the Chinese industry are expected to open up on the basis of the joint implementation of energy diagnoses in Chinese industrial companies and energy efficiency actions with very efficient cross-sectional technology. The employees of the involved companies and other Chinese institutions will get advice and training. The framework conditions for energy efficient products and services will be improved.",NA,1,"Not targeted",35881
2018,"DAC member","Germany","Germany",5,5,"Federal Ministry of Finance","2018011858","N/A","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,920.57123,892.311475716835,0,0,920.57123,892.311475716835,TRUE,NA,23110,"II.3. Energy","Energy policy and administrative management","D02","Grant",110,"GERMAN ENERGIEWENDE EXPERTISE FOR CHINA - CNREC, PART 1","The project shall contribute expert input from Germany and German experiences regarding the Energiewende, complementary to the Danish and American expertise to support the China National Renewable Energy Centre (CNREC) with specific measures for capacity development. The measures of this project aim at making a contribution towards the expansion of trustful relations between the Federal Ministry for Economic Affairs and Energy (BMWi) and the German institutions with CNREC and the political partner National Energy Administration (NEA) and shall strengthen the Chinese expertise and pool of experts towards a sustainable development of the energy systems.",NA,1,"Not targeted",35882
2018,"DAC member","Germany","Germany",5,5,"Federal Ministry of Finance","2018011859","N/A","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,346.56417,335.925321024078,0,0,346.56417,335.925321024078,TRUE,NA,23110,"II.3. Energy","Energy policy and administrative management","D02","Grant",110,"GERMAN ENERGIEWENDE EXPERTISE FOR CHINA - CNREC, PART 2","The project is intended to help enable the scientific think tank China National Renewable Energy Centre (CNREC) to develop appropriate strategies and policy recommendations for China by transferring German experiences and approaches from the German energy transition.",NA,1,"Not targeted",35883
2018,"DAC member","Germany","Germany",5,5,"Federal Ministry of Finance","2018011865","N/A","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,200.45104,194.297581200071,0,0,200.45104,194.297581200071,TRUE,NA,23183,"II.3. Energy","Energy conservation and demand-side efficiency","D02","Grant",110,"ENERGY MANAGEMENT IN SELECTED PROPERTIES IN MEXICO CITY","Based on two workshops in Mexico City, the topic of supply and building technology as well as cross-building issues of digitization or sector interconnection will be addressed. Preparation of feasibility studies for up to three suitable buildings. In particular, testing of the use of decentralized, high-efficiency cogeneration or solar cooling. Development of a viable solution for one of the three sites investigated.",NA,1,"Not targeted",35889
2018,"DAC member","Germany","Germany",5,5,"Federal Ministry of Finance","2018011874","N/A","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,389.41013,377.455993013582,0,0,389.41013,377.455993013582,TRUE,NA,23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"ACTIVITIES OF RENEWABLE ENERGY POLICY NETWORK FOR THE 21ST CENTURY (REN 21)","The subject of this subsidy are the milestones A - C. Milestone A - Global Status Report (GSR). Milestone B - public relations for the Renewables 100% Global Futures Report (GFR100%). Milestone C - team retreat after the REN 21 steering group Follow-up of the development process of the GSR 2018 and start of project management for the GSR 2019. Only the proportion of the share for the developing countries is recorded here.",NA,1,"Not targeted",35898
2018,"DAC member","Germany","Germany",5,9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2018012393","18_I_296_PHL_A_RE fo","Philippines",755,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,649.09241,629.166529833543,0,0,649.09241,629.166529833543,TRUE,NA,23210,"II.3. Energy","Energy generation, renewable sources - multiple technologies","C01","Grant",110,"FINANCING AND INTEGRATING RENEWABLE ENERGY FOR THE CITY OF BUTUAN","The Project convenes key interest groups in Butuan City and formalizes these into a multi-stakeholder power development planning (PDP) group for inclusive, locally responsive, long-term, affordable, sustainable power solutions that maximize indigenous renewable resources in aid of local and national development objectives, through a City Energy Development Master Plan (CEDMP). Such groups will undergo a workshop series on various energy planning aspects, i.e. demand side load curve forecasting, technology screening curve, resource assessment of renewable energy, technical writing, to empower them to technically and financially assess proposals by power development proponents. These groups will be made an integral and prerequisite component of the PDP process that at present largely obtains multi-stakeholder input posthumously. Lastly, the project  aims to develop and disseminate a financing product that can be used by energy project proponents to implement the CEDMP.",NA,1,"Not targeted",35954
2018,"DAC member","Germany","Germany",5,9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2018012402","18_I_332_IDN_G","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,3422.63661,3317.56829323415,0,0,3422.63661,3317.56829323415,TRUE,NA,23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"EXPLORE - STRATEGIC EXPLORATION OF ECONOMIC MITIGATION POTENTIALS THROUGH RENEWABLES","The project supports Indonesia in implementing a deployment strategy for renewable energy (RE). Least-cost approaches for RE mitigate green house gas (GHG) emissions, and a common energy, finance, and planning policy across key actors are demonstrated in pilots and contribute directly to climate mitigation targets. Here, the project advises on renewable energy funding guidelines and feed-in legislation and actively supports a coordinated implementation across key actors. Fiscal tools and financing instruments are developed and communicated to the private sector. Private investment in RE is mobilised and long-term financing options for expanding RE technologies and deployment are ensured. In addition, access to international climate mitigation funds is supported.",NA,1,"Not targeted",35959
2018,"DAC member","Germany","Germany",5,68,"Federal Ministry of Education and Research","2018012898a","01DO18008A","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,162.94743,157.945259409818,0,0,162.94743,157.945259409818,TRUE,NA,23183,"II.3. Energy","Energy conservation and demand-side efficiency","D02","Grant",110,"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)","Collaborative project - Energy system optimization to achieve a higher proportion of renewable energy, sub-project - Analysis of supranational integration - Energy technologies and energy efficiency",NA,1,"Not targeted",36016
2018,"DAC member","Germany","Germany",5,68,"Federal Ministry of Education and Research","2018012898b","01DO18008B","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,66.48744,64.4464043298795,0,0,66.48744,64.4464043298795,TRUE,NA,23183,"II.3. Energy","Energy conservation and demand-side efficiency","D02","Grant",110,"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)","Collaborative project - Energy system optimization to achieve a higher proportion of renewable energy, sub-project - Developing the concept of intelligent energy efficiency networks to improve flexibility of demand - Energy technologies and energy efficiency",NA,1,"Not targeted",36017
2018,"DAC member","Germany","Germany",5,68,"Federal Ministry of Education and Research","2018012994","01DQ17016","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,177.07016,171.634448944289,0,0,177.07016,171.634448944289,TRUE,NA,23182,"II.3. Energy","Energy research","D02","Grant",110,"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)","Development of efficient biomass conversion routes for biofuel production and utilisation - Energy technologies and energy efficiency",NA,1,"Not targeted",36021
2018,"DAC member","Germany","Germany",5,68,"Federal Ministry of Education and Research","2018013152a","01LY1713A","Thailand",764,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,601.2459,582.788815046606,0,0,601.2459,582.788815046606,TRUE,NA,23183,"II.3. Energy","Energy conservation and demand-side efficiency","D02","Grant",110,"MITIGATION","SME-innovative - Joint Project Climate Protection - Development of energy self-sufficient climate controlled storage facilities for off-grid areas in the ASEAN Region (SilaaCooling), Part 1 - Optimization of energy flows of the cooling system, of the energy harvesting and consumption of the system as well as of the management of Led-Gel batteries - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country",NA,1,"Not targeted",36036
2018,"DAC member","Germany","Germany",5,68,"Federal Ministry of Education and Research","2018013152b","01LY1713B","Thailand",764,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,196.10199,190.08203861412,0,0,196.10199,190.08203861412,TRUE,NA,23183,"II.3. Energy","Energy conservation and demand-side efficiency","D02","Grant",110,"MITIGATION","SME-innovative - Joint Project Climate Protection - Development of energy self-sufficient climate controlled storage facilities for off-grid areas in the ASEAN Region (SilaaCooling), Part 2 - Development and implementation of a cooling and ventilation concept - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country",NA,1,"Not targeted",36037
2018,"DAC member","Germany","Germany",5,68,"Federal Ministry of Education and Research","2018013152d","01LY1713D","Thailand",764,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,162.18341,157.204693344467,0,0,162.18341,157.204693344467,TRUE,NA,23183,"II.3. Energy","Energy conservation and demand-side efficiency","D02","Grant",110,"MITIGATION","SME-innovative - Joint Project Climate Protection - Development of energy self-sufficient climate controlled storage facilities for off-grid areas in the ASEAN Region (SilaaCooling), Part 4 - Development of the data collection and the real time control for the charging and energy consumption components - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country",NA,1,"Not targeted",36038
2018,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2018123661","200966358","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,177032.9281,171598.359991528,0,0,177032.9281,171598.359991528,TRUE,NA,23260,"II.3. Energy","Geothermal energy","C01","Debt instrument",421,"GEOTHERMAL ENERGY PROGRAM","Geothermal Energy Program",NA,1,"Not targeted",36057
2018,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2018126314","201066489","Brazil",431,"South America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,73826.29201,71559.9677931984,0,0,73826.29201,71559.9677931984,TRUE,NA,23210,"II.3. Energy","Energy generation, renewable sources - multiple technologies","C01","Debt instrument",421,"OPEN PROGRAM 4E (CAIXA)","Open Program 4E (Caixa)",NA,1,"Not targeted",36059
2018,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2018128086","201768324","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,235568.634,228337.133061544,0,0,235568.634,228337.133061544,TRUE,NA,23210,"II.3. Energy","Energy generation, renewable sources - multiple technologies","C01","Debt instrument",421,"RENEWABLE ENERGY FINANCING FACILITY I","Renewable Energy Financing Facility I",NA,1,"Not targeted",36062
2018,"DAC member","Germany","Germany",5,1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018128100","201770304","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,1180.21952,1143.98906596398,0,0,1180.21952,1143.98906596398,TRUE,NA,23210,"II.3. Energy","Energy generation, renewable sources - multiple technologies","C01","Grant",110,"RENEWABLE ENERGY FINANCING FACILITY I AM","Renewable Energy Financing Facility I AM",NA,1,"Not targeted",36063
2018,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2018129625","201567676","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,135725.2449,131558.742682788,0,0,135725.2449,131558.742682788,TRUE,NA,23220,"II.3. Energy","Hydro-electric power plants","C01","Debt instrument",421,"1000 ISLANDS RENEWABLE ENERGY FOR ELECTRIFICATION PROGRAM (REEP) II","1000 Islands Renewable Energy for Electrification Program (REEP), Phase 2",NA,1,"Not targeted",36068
2018,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2018131590","201568252","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,265549.3922,257397.540035756,0,0,265549.3922,257397.540035756,TRUE,NA,23220,"II.3. Energy","Hydro-electric power plants","C01","Debt instrument",421,"SUSTAINABLE HYDROPOWER","Sustainable Hydropower",NA,1,"Not targeted",36072
2018,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2018133423","201567825","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,189957.4463,184126.120508192,0,0,189957.4463,184126.120508192,TRUE,NA,23183,"II.3. Energy","Energy conservation and demand-side efficiency","C01","Debt instrument",421,"PROGRAMME FOR THE PROMOTION OF ENERGY EFFICIENCY AND RENEWABLE ENERGIES","Programme for the promotion of energy efficiency and renewable energies",NA,1,"Not targeted",36078
2018,"DAC member","Germany","Germany",5,1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018135139","201870443","Brazil",431,"South America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,4720.87808,4575.95626385593,0,0,4720.87808,4575.95626385593,TRUE,NA,23210,"II.3. Energy","Energy generation, renewable sources - multiple technologies","C01","Grant",110,"ACCOMPANYING MEASURES FOR THE INOVA CLIMA PROGRAMME (FINEP)","Accompanying Measures for the Inova Clima Programme (FINEP)",NA,1,"Not targeted",36081
2018,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2018135623a","201667104","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,47208.78109,45759.5629196568,0,0,47208.78109,45759.5629196568,TRUE,NA,23210,"II.3. Energy","Energy generation, renewable sources - multiple technologies","C01","Debt instrument",421,"PROMOTION OF RENEWABLE ENERGIES AND ENERGY EFFICIENCY IN MEXICO (NAFIN)","Programme for the promotion of renewable energies and energy efficiency in Mexico (NAFIN)",NA,1,"Not targeted",36083
2018,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2018135623b","201667104","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,70813.17164,68639.3443843318,0,0,70813.17164,68639.3443843318,TRUE,NA,23210,"II.3. Energy","Energy generation, renewable sources - multiple technologies","C01","Debt instrument",421,"PROMOTION OF RENEWABLE ENERGIES AND ENERGY EFFICIENCY IN MEXICO (NAFIN)","Programme for the promotion of renewable energies and energy efficiency in Mexico (NAFIN)",NA,1,"Not targeted",36084
2018,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2018137833","201668284","South Africa",218,"South of Sahara","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,83627.15071,81059.9591082531,0,0,83627.15071,81059.9591082531,TRUE,NA,23210,"II.3. Energy","Energy generation, renewable sources - multiple technologies","C01","Debt instrument",421,"SOUTH AFRICAN FACILITY FOR GREEN GROWTH (SAFGG)","South African Facility for Green Growth (SAFGG)",NA,1,"Not targeted",36089
2018,"DAC member","Germany","Germany",5,1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018138273","201670256","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,1416.26342,1372.78687527957,0,0,1416.26342,1372.78687527957,TRUE,NA,23230,"II.3. Energy","Solar energy for centralised grids","C01","Grant",110,"INDO-GERMAN SOLAR PARTNERSHIP II - AM","Indo-German Solar Partnership II - AM",NA,1,"Not targeted",36091
2018,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2018138963","201668540","South Africa",218,"South of Sahara","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,100873.4628,97776.8428106701,0,0,100873.4628,97776.8428106701,TRUE,NA,23630,"II.3. Energy","Electric power transmission and distribution (centralised grids)","C01","Debt instrument",421,"RENEWABLE GRID INTEGRATION AND STRENGHTENING PROGRAMME","Financing of costs and expenses incurred by Borrower after 1 Jan17 in respect of contracts for works, equipment, consultancy services&other project-related costs for the Renewable Grid Integration...",NA,1,"Not targeted",36095
2018,"DAC member","Germany","Germany",5,1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018139673","201770270","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,1180.21952,1143.98906596398,0,0,1180.21952,1143.98906596398,TRUE,NA,23230,"II.3. Energy","Solar energy for centralised grids","C01","Grant",110,"INDO-GERMAN SOLAR PARTNERSHIP I - AM","Indo-German Solar Partnership I - AM",NA,1,"Not targeted",36102
2018,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2018142325","215010491","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,116338.6452,112767.274055816,0,0,116338.6452,112767.274055816,TRUE,NA,23230,"II.3. Energy","Solar energy for centralised grids","C01","Debt instrument",421,"SOLAR PARTNERSHIP II (BANK OF BARODA)","solar partnership II (Bank of Baroda)",NA,1,"Not targeted",36112
2018,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2018142410","301000462","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,236043.9042,228797.813386657,0,0,236043.9042,228797.813386657,TRUE,NA,23630,"II.3. Energy","Electric power transmission and distribution (centralised grids)","C01","Debt instrument",421,"HIGH CAPACITY ENERGY TRANSMISSION PROJECT - POWERGRID INDIA","High capacity energy transmission project - Powergrid India",NA,1,"Not targeted",36113
2018,"DAC member","Germany","Germany",5,1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018142708","201870021","South Africa",218,"South of Sahara","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,590.10976,571.994532981991,0,0,590.10976,571.994532981991,TRUE,NA,23210,"II.3. Energy","Energy generation, renewable sources - multiple technologies","C01","Grant",110,"SOUTH AFRICAN FACILITY FOR GREEN GROWTH (SAFGG) - AM","South African Facility for Green Growth (SAFGG) - AM",NA,1,"Not targeted",36114
2018,"DAC member","Germany","Germany",5,1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2018143495","201870435","Brazil",431,"South America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,4720.87808,4575.95626385593,0,0,4720.87808,4575.95626385593,TRUE,NA,23270,"II.3. Energy","Biofuel-fired power plants","C01","Grant",110,"CLIMATE FRIENDLY BIOGAS TECHNOLOGIES AND ENERGY EFFICIENCY IN SANITATION","Climate friendly biogas technologies and energy efficiency in sanitation - Accompanying Measures",NA,1,"Not targeted",36118
2018,"DAC member","Japan","Japan",701,8,"Japanese International Co-operation Agency","2018951433",NA,"Thailand",764,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,102.818056860966,104.742839561311,0,0,102.818056860966,104.742839561311,TRUE,NA,23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",NA,1,"Not targeted",38174
2018,"DAC member","Korea","Korea",742,4,"Korea International Cooperation Agency","2018123619","2018040154475","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Significant","Principal",8.822,0,8.822,0,8.822,8.25227513785004,8.822,8.25227513785004,TRUE,NA,23110,"II.3. Energy","Energy policy and administrative management","D02","Grant",110,"SAARC SPECIAL TRAINING PROGRAM(1)- RENEWABLE ENERGY(2018)","Program To improve capacities for sustainable renewable energy development and management in participating countries",NA,1,"Not targeted",39038
2018,"DAC member","Korea","Korea",742,4,"Korea International Cooperation Agency","2018124010","2018040154428","Pakistan",665,"South & Central Asia","LMICs","Concessional and developmental","Principal","Significant","Principal",17.644,0,17.644,0,17.644,16.5045502757001,17.644,16.5045502757001,TRUE,NA,23110,"II.3. Energy","Energy policy and administrative management","D02","Grant",110,"SAARC SPECIAL TRAINING PROGRAM(1)- RENEWABLE ENERGY(2018)","Program To improve capacities for sustainable renewable energy development and management in participating countries",NA,1,"Not targeted",39082
2018,"DAC member","Korea","Korea",742,99,"Miscellaneous","2018128210","201818004389","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",178.152,0,178.152,0,178.152,166.646941777177,178.152,166.646941777177,TRUE,NA,23183,"II.3. Energy","Energy conservation and demand-side efficiency","D02","Grant",110,"CLIMATE CHANGE RESPONSE PROGRAM(REGIONAL POLICY CONSULTING PROJECT)","KEA implements cooperation projects with developing countries to build infrastructure for climate change adaptation and lay foundation of relative businesses.",NA,1,"Not targeted",39210
2018,"DAC member","Korea","Korea",742,99,"Miscellaneous","2018128212","201818004394","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Principal","Principal",181.787,0,181.787,0,181.787,170.047193435088,181.787,170.047193435088,TRUE,NA,23183,"II.3. Energy","Energy conservation and demand-side efficiency","D02","Grant",110,"CLIMATE CHANGE RESPONSE PROGRAM(JOINT PROJECTS WITH INTERNATIONAL ORGANIZATIONS)","KEA implements cooperation projects with developing countries to build infrastructure for climate change adaptation and lay foundation of relative businesses.",NA,1,"Not targeted",39212
2018,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation","2018009201","7F-10053.01.01","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,766.949585847224,754.122275137271,0,0,766.949585847224,754.122275137271,TRUE,NA,23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"CLEAN ENERGY POLICY CEP",NA,NA,1,"Not targeted",41978
