"Year","Provider Type","Provider","Provider (detailed)","Provider Code","Agency Code","Extending Agency","CRS Identification N°","Donor project N°","Recipient","Recipient Code","Recipient Region","Recipient Income Group (OECD Classification)","Concessionality","Climate objective (applies to Rio-marked data only) or climate component","Adaptation objective (applies to Rio-marked data only)","Mitigation objective (applies to Rio-marked data only)","Adaptation-related development finance - Commitment - Current USD thousand","Adaptation-related development finance - Commitment - 2018 USD thousand","Mitigation-related development finance - Commitment - Current USD thousand","Mitigation-related development finance - Commitment - 2018 USD thousand","Overlap - Commitment - Current USD thousand","Overlap - Commitment - 2018 USD thousand","Climate-related development finance - Commitment - Current USD thousand","Climate-related development finance - Commitment - 2018 USD thousand","Channel of Delivery Code","Channel of Delivery","Sub-sector Code","Sector (detailed)","Sub-sector","Type of Aid","Financial Instrument","Type of Finance","Short Description","Description","Coal-related Financing","Share of the underlying commitment, % (when available)","Gender","ID"
2015,"DAC member","Australia","Australia",801,5,"Australian Government","2013001114","13A517","Philippines",755,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Significant",200.368171913743,0,200.368171913743,0,200.368171913743,213.090655755751,200.368171913743,213.090655755751,11000,"Donor Government",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"CORAL TRIANGLE INITIATIVE SUPPORT: PHASE II","The Coral Triangle Initiative (CTI) is a partnership of six countries (Indonesia, Malaysia, Papua New Guinea (PNG), the Philippines, Solomon Islands and Timor Leste) focused on practical action for effective management of marine coastal resources to support livelihoods, food security and economic development. The six Coral Triangle countries are supported in the development and implementation of the Initiative by seven formal partners – Australia, the United States, Asian Development Bank, Global Environment Facility, The Nature Conservancy, Conservation International, and World Wildlife Fund.The CTI supports regional, national and sub-national efforts to more effectively manage and use marine and coastal resources by:(a)Defining shared regional goals and needs(b)Strengthening and coordinating national and sub-national policies and plans(c)Mobilising and coordinating donor investments; and(d)Supporting regional delivery of services, including capacity development, training, research and information management.",NA,1,"Not significant",415
2015,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2015130347","201365154","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",5546.3117,6124.75242858295,0,0,0,0,5546.3117,6124.75242858295,10000,"Public Sector Institutions",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Debt instrument",421,"HIMACHAL PRADESH FOREST ECOSYSTEM CLIMATE PROOFING PROJECT","Financing of forest rehabilitation, development of climate adaptive forest management, capacity building measures for implementation partners and project target groups, development of monitoring etc.",NA,1,"Significant",3286
2015,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2015130347a","201365154","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",6100.94287,6737.22767144125,0,0,0,0,6100.94287,6737.22767144125,10000,"Public Sector Institutions",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Debt instrument",421,"HIMACHAL PRADESH FOREST ECOSYSTEM CLIMATE PROOFING PROJECT","Financing of forest rehabilitation, development of climate adaptive forest management, capacity building measures for implementation partners and project target groups, development of monitoring etc.",NA,1,"Significant",3385
2015,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2015130347b","201365154","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",21075.98447,23274.0592396581,0,0,0,0,21075.98447,23274.0592396581,10000,"Public Sector Institutions",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Debt instrument",421,"HIMACHAL PRADESH FOREST ECOSYSTEM CLIMATE PROOFING PROJECT","Financing of forest rehabilitation, development of climate adaptive forest management, capacity building measures for implementation partners and project target groups, development of monitoring etc.",NA,1,"Significant",3386
2015,"DAC member","Germany","Germany",5,2,"Kreditanstalt für Wiederaufbau","2015130347c","201365154","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",554.63117,612.475242858295,0,0,0,0,554.63117,612.475242858295,10000,"Public Sector Institutions",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Debt instrument",421,"HIMACHAL PRADESH FOREST ECOSYSTEM CLIMATE PROOFING PROJECT","Financing of forest rehabilitation, development of climate adaptive forest management, capacity building measures for implementation partners and project target groups, development of monitoring etc.",NA,1,"Significant",3387
2015,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation","2011004117","7F-08037.02-51000-645-41010-C01","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",3637.11940143406,3545.66500037977,0,0,0,0,3637.11940143406,3545.66500037977,51000,"University, college or other teaching institution, research institute or think-tank",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"INDIAN HIMALAYAS CLIMATE ADAPTATION PROGRAMME","The sensitivity of the Indian Himalayan Region (IHR) to changes in global climate has been recognised and given priority by the Government of India. However, knowledge and scientific information on climate change impacts on the IHR is still limited and capacities to adapt are weak. The Indian Himalayas Climate Adaptation Programme (IHCAP) aims at bridging the knowledge gap on climate change impacts and response measures by supporting collaborative research, capacity building and knowledge exchange and dissemination.",NA,1,"Not significant",6892
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002020","PPY CHN 1410","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",7.32467532467532,6.78130288376585,0,0,0,0,7.32467532467532,6.78130288376585,51000,"University, college or other teaching institution, research institute or think-tank",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"UTILISING UK EXPERTISE TO SUPPORT REDUCTION OF GREEN HOUSE GAS EMISSIONS IN THE PETROCHEMICAL SECTOR.","This project aims to combat climate change. By 2014, China has the capacity to reduce the carbon emissions of petrochemical corporations by promoting value chain (Scope 3) green house gas emission accounting methods.",NA,1,NA,7365
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002178","PPY CHN 1480","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,9.47288006111536,8.77014557349776,0,0,9.47288006111536,8.77014557349776,51000,"University, college or other teaching institution, research institute or think-tank",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"ACCELERATING THE CHINESE GOVERNMENT'S SHIFT TO GREEN PUBLIC PROCUREMENT, INCREASING OPPORTUNITIES FOR THE UK","This project will support clean energy development by aligning Ministry of Finance with international best practices on green public procurement policies through the adoption of Key Performance Indicators  as a result of capacity building with suppliers",NA,1,NA,7374
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015003637","PPY SEA 1437","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,55.9434682964095,51.7933677699388,0,0,55.9434682964095,51.7933677699388,11000,"Donor Government",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"PROMOTING LOW CARBON DEVELOPMENT IN VIETNAM'S INDUSTRIAL SECTOR","This project aims to enhance clean energy provision by providing technical assistance and capacity building to businesses and local authorities for two, pilot Low carbon industrial Zones.  The project will develop, trial and disseminate an online Greenho",NA,1,NA,7522
2015,"DAC member","United Kingdom","United Kingdom",12,7,"Department for Environment Food and Rural Affairs","2015003794","20-016","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",66.1699770817418,0,66.1699770817418,0,66.1699770817418,61.2612350053926,66.1699770817418,61.2612350053926,90000,"Other",41030,"IV.1. General Environment Protection","Bio-diversity","C01","Grant",110,"SOCIO-ECOLOGICAL LANDSCAPES FOR BIODIVERSITY CONSERVATION AND CLIMATE CHANGE ADAPTATION","To increase the capacity of local communities to adapt to climate change and participate in biodiversity conservation through the improved management of socio-ecological landscapes and alternative livelihoods based on agroforestry principles and effectiv",NA,1,NA,7535
2015,"DAC member","United Kingdom","United Kingdom",12,11,"Department for Business, Innovation and Skills","2015004660","BIS-NF14MO-0016","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Principal","Significant",305.196333078686,0,305.196333078686,0,305.196333078686,282.555701363186,305.196333078686,282.555701363186,11000,"Donor Government",41082,"IV.1. General Environment Protection","Environmental research","D02","Grant",110,"WORK PACKAGE 5, MO CALLS YR 1: CLIMATE SERVICES & TRANSLATIONAL SCIENCE (CHINA)","Collaborative work with Chinese stakeholders to strengthen capacity in climate services, bridging the gap between information developed by scientists and service providers and the practical needs of climate-sensitive decision-makers.  Development of tran",NA,1,NA,7608
2015,"DAC member","United Kingdom","United Kingdom",12,11,"Department for Business, Innovation and Skills","2015004815","BIS-NF14MO-0012","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Principal","Significant",564.110007639419,0,564.110007639419,0,564.110007639419,522.262168901792,564.110007639419,522.262168901792,11000,"Donor Government",41082,"IV.1. General Environment Protection","Environmental research","D02","Grant",110,"WORK PACKAGE 3, MO CALLS YR 1: EAST ASIAN CLIMATE VARIABILITY AND ITS PREDICTION","Climate change research focused on impacts on regional water cycle and climate extremes within East Asia.  Collaboration between scientists in UK and China to strengthen research capacity and increase understanding of drivers of regional drought and floo",NA,1,NA,7619
2015,"DAC member","United Kingdom","United Kingdom",12,11,"Department for Business, Innovation and Skills","2015005362","BIS-NF14MO-0015","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Principal","Significant",5581.18258212376,0,5581.18258212376,0,5581.18258212376,5167.14910372593,5581.18258212376,5167.14910372593,11000,"Donor Government",41082,"IV.1. General Environment Protection","Environmental research","D02","Grant",110,"WORK PACKAGE 5: CLIMATE SERVICES & TRANSLATIONAL SCIENCE (CHINA)","Collaborative work with Chinese stakeholders to strengthen capacity in climate services, bridging the gap between information developed by scientists and service providers and the practical needs of climate-sensitive decision-makers.  Development of tran",NA,1,NA,7647
2015,"DAC member","United Kingdom","United Kingdom",12,11,"Department for Business, Innovation and Skills","2015005758","BIS-NF14MO-0011","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Principal","Significant",8504.61879297173,0,8504.61879297173,0,8504.61879297173,7873.71363094034,8504.61879297173,7873.71363094034,11000,"Donor Government",41082,"IV.1. General Environment Protection","Environmental research","D02","Grant",110,"WORK PACKAGE 3: EAST ASIAN CLIMATE VARIABILITY AND ITS PREDICTION","Climate change research focused on impacts on regional water cycle and climate extremes within East Asia.  Collaboration between scientists in UK and China to strengthen research capacity and increase understanding of drivers of regional drought and floo",NA,1,NA,7666
2015,"DAC member","United States","United States",302,11,"State Department","2015004515","61_1228","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",650,0,650,0,650,685.398516742778,650,685.398516742778,11001,"Central Government",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"US-INDIA PARTNERSHIP FOR CLIMATE RESILIENCE","To implement key elements of the U.S.-India Partnership for Climate Resilience announced by President Obama and Indian Prime Minister Modi. Specifically, the Government of India (GOI) has requested support to build the capacity of Indian institutions to interpret climate models and make decisions and projections at the national, state, and local levels.",NA,1,"Not significant",7723
2015,"DAC member","United States","United States",302,1,"Agency for International Development","2015013025","76_46915","Philippines",755,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",2785.031,2936.70171766562,0,0,0,0,2785.031,2936.70171766562,90000,"Other",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"WATER SECURITY FOR RESILIENT ECONOMIC GROWTH AND STABILITY (BE SECURE) - CLEAN PRODUCTIVE ENVIRONMENT","AECOM will partner with the government of the Philippines to promote good governance and build capacity in water security with the aim to achieve improved access to water services and more-resilient communities. AECOM will work to support local stakeholders, improve sustainable water supply, advance wastewater-treatment service delivery and increase resilience to climate-related water stress and hydrological extremes.",NA,1,"Significant",7979
2015,"DAC member","United States","United States",302,1,"Agency for International Development","2015015558","76_49520","Philippines",755,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,3945.581,4160.45440782844,0,0,3945.581,4160.45440782844,90000,"Other",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"BUILDING LOW EMISSIONS ALTERNATIVES TO DEVELOP ECONOMIC RESILIENCE AND SUSTAINABILITY (B-LEADERS) - CLEAN PRODUCTIVE ENVIRONMENT","The Building Low Emissions Alternatives to Develop Economic Resilience and Sustainability activity will strengthen the capacities of the Philippines Climate Change Commission, Department of Energy, Department of Environment and Natural Resources, and local governments to plan, design and implement low emission development strategies. It supports the countrys climate change programs and green growth strategies as articulated in the Philippine Development Plan (2011-2016), Philippine Energy Plan (2012-2030), National Climate Change Action Plan (2011-2028), and the U.S. Governments Enhancing Capacity for Low Emissions Development program and Agency Priority Goal milestones.FY 2014 funds will support low emissions development planning by helping establish institutional arrangements for national greenhouse gas (GHG) inventory and data management systems, training government officials on analytical tools to evaluate climate change mitigation options and policies, and developing local energy and land use mapping plans. LEDS implementation will also be supported by mentoring project developers and financing institutions to use resource data and visualization tools to inform LEDS investment decisions, and improving business processes to facilitate increased investments in clean energy. Activities will be closely coordinated with USAIDs economic and governance activities in CDI partner cities in working with local governments to implement low emission and climate resilient initiatives. (IM#42875; $2,764,986 Direct GCC-CE for LEDS Planning/Development; $251,001 Direct GCC-SL for emissions inventories, monitoring and technical capacity building)",NA,1,"Not significant",8117
2015,"DAC member","United States","United States",302,1,"Agency for International Development","2015016414","76_50158","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,3363,3546.14647970148,0,0,3363,3546.14647970148,90000,"Other",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"MEXICO LOW EMISSIONS DEVELOPMENT (MLED) PROGRAM - CLEAN PRODUCTIVE ENVIRONMENT","This ongoing mechanism will continue to support Mexican-led efforts to develop and implement a Low Emissions Development Strategy (LEDS) and strengthen systems for Monitoring, Reporting, and Verification (MRV) of emissions across all emitting sectors of the economy. MLED also promotes clean energy through interventions that impact policy development, financing, and institutional and technical capacities needed for the further development and deployment of clean energy in Mexico. National and sub-national activities include providing technical assistance to the GOM to develop, adopt, and implement policies, regulations, and/or administrative procedures that provide real reductions in GHG emissions while strengthening the technical and institutional capacity of GOM agencies. This mechanism contributes to the EC-LEDS initiative. (IM#40831 $3,630,000.00 direct GCC-CE, 100% to LEDS planning/development)",NA,1,"Significant",8145
2015,"DAC member","United States","United States",302,1,"Agency for International Development","2015016542","76_50265","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,4500,4745.06665437308,0,0,4500,4745.06665437308,90000,"Other",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"PARTNERSHIP FOR LAND USE SCIENCE (FOREST-PLUS) - CLEAN PRODUCTIVE ENVIRONMENT","Partnership for Land Use Science (Forest-PLUS) program. This five-year, $16.8 million technical assistance contract will reduce emissions and enhance carbon sequestration through forests. USAID will work in close collaboration with the GOIs Ministry of Environment and Forests, local governments, and local communities to adopt innovations and best practices, and build the capacity of local stakeholders to better manage Indias forest resources. Forest-PLUS will: (1) develop and deploy scientific tools and methods for improved ecosystem management in both degraded and intact forests, forest carbon inventory, and monitoring; (2) design modalities to provide better incentives to forest-dependent communities for forest management and conservation; and (3) enhance human and institutional capacity. Targeted landscapes under the program will have the potential to reduce emissions and increase carbon sequestration. This would also generate co-benefits such as biodiversity conservation, enhance livelihoods, and help ecosystems and communities adapt to climate change.Reducing emissions and increasing sequestration from forests is an integral part of the Government of Indias Green India Mission (under the National Action Plan on Climate Change) and Indias Low Carbon Strategies for Inclusive Growth. These priorities are reemphasized in the Twelfth Five Year Plan (2012-2017) of the Government of India. The outputs and lessons from the Forest-PLUS will provide workable examples that Indias Green India Mission can adopt and scale-up. (IM # 53121, $2,000,000, Direct GCC-Sustainable Landscapes).",NA,1,"Significant",8149
2015,"DAC member","United States","United States",302,1,"Agency for International Development","2015009479cng","76_38898","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,150,158.168888479103,0,0,150,158.168888479103,90000,"Other",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"ENHANCING SUSTAINABLE UTILITY REGULATIONS (ENSURE) - CLEAN PRODUCTIVE ENVIRONMENT","Enhancing Sustainable Utility Regulation (ENSURE) is a Cooperative Agreement withthe United States Agency for International Development.Theprogram creates a means and structure whereby regulators from the developing world can discuss mutual challenges and examine best practices with their counterparts from the U.S.The ENSURE program encompasses a variety of bilateral partnerships, workshops, training, capacity building and other technical development activities to assist regulators from around the world to develop stronger regulatory practices and advance economic development. This NARUC/USAID Cooperative Agreement serves the international regulatory community by offering the ability to interact with counterparts through information and peer-to-peer exchanges between regulatory bodies and associations from around the world and across multiple sectors: energy, water, and telecommunications. In addition to covering basic regulatory principles, NARUC also addresses timely issues such as renewable energy, energy efficiency, and climate change. As the U.S. boasts a history of multi-sector regulators, NARUCs members are ideally suited to discuss complex regulatory practices with foreign regulators from each of the utility sectors.",NA,1,"Not significant",8189
2015,"DAC member","United States","United States",302,1,"Agency for International Development","2015014925jxn","76_48908","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",150,158.168888479103,0,0,0,0,150,158.168888479103,11001,"Central Government",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"SMALL PROJECT ASSISTANCE (SPA) PROGRAM WITH PEACE CORPS - CLEAN PRODUCTIVE ENVIRONMENT","New Small Project Assistance program award with Peace Corps. The SPA Program enables USAID to have direct development investments and impact in selected priority areas, while supporting U.S. Peace Corps volunteers to engage community members in participatory processes that contribute to capacity building and sustainable development.",NA,1,"Principal",8366
2015,"DAC member","United States","United States",302,1,"Agency for International Development","2015016985bmn","76_50601","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",250,0,250,0,250,263.614814131838,250,263.614814131838,11001,"Central Government",41020,"IV.1. General Environment Protection","Biosphere protection","D02","Grant",110,"U.S. FOREST SERVICE INTERAGENCY AGREEMENT - CLEAN PRODUCTIVE ENVIRONMENT","The U.S. Forest Service (USFS) will provide technical assistance to support RDMAs regional Global Climate Change mitigation programs, including the Low Emissions Asian Development (LEAD) and Lowering Emissions in Asias Forests (LEAF) programs. The USFS will provide targeted technical assistance that supports improved forest carbon assessment methodologies, knowledge-sharing platforms focused on agriculture, forestry, and other land use (AFOLU), natural capital assessment, climate change curriculum development, forest degradation measurement and monitoring, fire management, and sustainable land management. USFS will also facilitate coordination among relevant USG agencies and USAID Missions in the region. Long-term results include strengthened regional capacity of national and international partners in low emission development strategies (LEDS) and sustainable forest management.",NA,1,"Principal",8428
2015,"DAC member","United States","United States",302,1,"Agency for International Development","2015016985dog","76_50601","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Principal","Principal",915,0,915,0,915,964.830219722526,915,964.830219722526,11001,"Central Government",41020,"IV.1. General Environment Protection","Biosphere protection","D02","Grant",110,"U.S. FOREST SERVICE INTERAGENCY AGREEMENT - CLEAN PRODUCTIVE ENVIRONMENT","The U.S. Forest Service (USFS) will provide technical assistance to support RDMAs regional Global Climate Change mitigation programs, including the Low Emissions Asian Development (LEAD) and Lowering Emissions in Asias Forests (LEAF) programs. The USFS will provide targeted technical assistance that supports improved forest carbon assessment methodologies, knowledge-sharing platforms focused on agriculture, forestry, and other land use (AFOLU), natural capital assessment, climate change curriculum development, forest degradation measurement and monitoring, fire management, and sustainable land management. USFS will also facilitate coordination among relevant USG agencies and USAID Missions in the region. Long-term results include strengthened regional capacity of national and international partners in low emission development strategies (LEDS) and sustainable forest management.",NA,1,"Principal",8430
2015,"DAC member","United States","United States",302,1,"Agency for International Development","2015016985nda","76_50601","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",900,0,900,0,900,949.013330874615,900,949.013330874615,11001,"Central Government",41020,"IV.1. General Environment Protection","Biosphere protection","D02","Grant",110,"U.S. FOREST SERVICE INTERAGENCY AGREEMENT - CLEAN PRODUCTIVE ENVIRONMENT","The U.S. Forest Service (USFS) will provide technical assistance to support RDMAs regional Global Climate Change mitigation programs, including the Low Emissions Asian Development (LEAD) and Lowering Emissions in Asias Forests (LEAF) programs. The USFS will provide targeted technical assistance that supports improved forest carbon assessment methodologies, knowledge-sharing platforms focused on agriculture, forestry, and other land use (AFOLU), natural capital assessment, climate change curriculum development, forest degradation measurement and monitoring, fire management, and sustainable land management. USFS will also facilitate coordination among relevant USG agencies and USAID Missions in the region. Long-term results include strengthened regional capacity of national and international partners in low emission development strategies (LEDS) and sustainable forest management.",NA,1,"Principal",8433
2016,"DAC member","United Kingdom","United Kingdom",12,7,"Department for Environment Food and Rural Affairs","2016003718","20-016","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",27.038367071525,0,27.038367071525,0,27.038367071525,27.7470864841536,27.038367071525,27.7470864841536,50000,"Others",41030,"IV.1. General Environment Protection","Bio-diversity","C01","Grant",110,"SOCIO-ECOLOGICAL LANDSCAPES FOR BIODIVERSITY CONSERVATION AND CLIMATE CHANGE ADAPTATION","To increase the capacity of local communities to adapt to climate change and participate in biodiversity conservation through the improved management of socio-ecological landscapes and alternative livelihoods based on agroforestry principles and effective access and benefit sharing (ABS).",NA,1,"Not significant",17046
2016,"DAC member","United Kingdom","United Kingdom",12,11,"Department for Business, Innovation and Skills","2016004903","BIS-NF14MO-0033","South Africa",218,"South of Sahara","UMICs","Concessional and developmental","Principal","Principal","Significant",340.080971659919,0,340.080971659919,0,340.080971659919,348.995044978157,340.080971659919,348.995044978157,11000,"Donor Government",41082,"IV.1. General Environment Protection","Environmental research","D02","Grant",110,"NEWTON FUND WEATHER AND CLIMATE SCIENCE FOR SERVICE PARTNERSHIP PROGRAMME","Collaborative project between meteorological services in South Africa and UK focusing on capacity building for improved weather and climate services, enabling mitigation of risk from extreme weather events.  This includes development of modelling capability for enhanced early weather warnings and a capacity building training programme for severe weather forecasting.",NA,1,"Not significant",17079
2016,"DAC member","United States","United States",302,11,"State Department","2016007756","61_1342","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,500,521.827256621881,0,0,500,521.827256621881,11001,"Central Government",41020,"IV.1. General Environment Protection","Biosphere protection","D02","Grant",110,"U.S.-INDIA PARTNERSHIP FOR CLIMATE RESILIENCE","To implement key elements of the U.S.-India Partnership for Climate Resilience announced by President Obama and Indian Prime Minister Modi. Specifically, the Government of India (GOI) has requested support to build the capacity of Indian institutions to interpret climate models and make decisions and projections at the national, state, and local levels.",NA,1,"Not significant",17158
2016,"DAC member","United States","United States",302,11,"State Department","2016007760","61_1346","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",650,0,650,0,650,678.375433608445,650,678.375433608445,11001,"Central Government",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"US-INDIA PARTNERSHIP FOR CLIMATE RESILIENCE","To implement key elements of the U.S.-India Partnership for Climate Resilience announced by President Obama and Indian Prime Minister Modi. Specifically, the Government of India (GOI) has requested support to build the capacity of Indian institutions to interpret climate models and make decisions and projections at the national, state, and local levels.",NA,1,"Not significant",17161
2016,"DAC member","United States","United States",302,1,"Agency for International Development","20169005595","76_40802","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",500,0,500,0,500,521.827256621881,500,521.827256621881,61000,"Private sector in provider country",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"ENHANCING SUSTAINABLE UTILITY REGULATIONS (ENSURE) - CLEAN PRODUCTIVE ENVIRONMENT","Enhancing Sustainable Utility Regulation (ENSURE) is a Cooperative Agreement withthe United States Agency for International Development.Theprogram creates a means and structure whereby regulators from the developing world can discuss mutual challenges and examine best practices with their counterparts from the U.S.The ENSURE program encompasses a variety of bilateral partnerships, workshops, training, capacity building and other technical development activities to assist regulators from around the world to develop stronger regulatory practices and advance economic development. This NARUC/USAID Cooperative Agreement serves the international regulatory community by offering the ability to interact with counterparts through information and peer-to-peer exchanges between regulatory bodies and associations from around the world and across multiple sectors: energy, water, and telecommunications. In addition to covering basic regulatory principles, NARUC also addresses timely issues such as renewable energy, energy efficiency, and climate change. As the U.S. boasts a history of multi-sector regulators, NARUC's members are ideally suited to discuss complex regulatory practices with foreign regulators from each of the utility sectors.",NA,1,"Not significant",17228
2016,"DAC member","United States","United States",302,1,"Agency for International Development","20169005596","76_40802","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Principal","Principal",300,0,300,0,300,313.096353973129,300,313.096353973129,61000,"Private sector in provider country",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"ENHANCING SUSTAINABLE UTILITY REGULATIONS (ENSURE) - CLEAN PRODUCTIVE ENVIRONMENT","Enhancing Sustainable Utility Regulation (ENSURE) is a Cooperative Agreement withthe United States Agency for International Development.Theprogram creates a means and structure whereby regulators from the developing world can discuss mutual challenges and examine best practices with their counterparts from the U.S.The ENSURE program encompasses a variety of bilateral partnerships, workshops, training, capacity building and other technical development activities to assist regulators from around the world to develop stronger regulatory practices and advance economic development. This NARUC/USAID Cooperative Agreement serves the international regulatory community by offering the ability to interact with counterparts through information and peer-to-peer exchanges between regulatory bodies and associations from around the world and across multiple sectors: energy, water, and telecommunications. In addition to covering basic regulatory principles, NARUC also addresses timely issues such as renewable energy, energy efficiency, and climate change. As the U.S. boasts a history of multi-sector regulators, NARUC's members are ideally suited to discuss complex regulatory practices with foreign regulators from each of the utility sectors.",NA,1,"Not significant",17229
2016,"DAC member","United States","United States",302,1,"Agency for International Development","20169007947","76_45301","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",200,0,200,0,200,208.730902648752,200,208.730902648752,22000,"Donor country-based NGO",41030,"IV.1. General Environment Protection","Bio-diversity","C01","Grant",110,"PARTNERSHIPS FOR ENHANCED ENGAGEMENT IN RESEARCH (PEER) PROGRAM - NATURAL RESOURCES AND BIODIVERSITY","The Partnerships for Enhanced Engagement in Research (PEER) program is administered by the U.S. National Academy of Sciences (NAS). PEER is a competitive grants program that invites scientists in developing countries, partnered with USG-supported collaborators, to apply for funds to support research and capacity-building activities on topics with strong potential development impacts. This innovative program is designed to leverage the investments other USG-supported agencies have made in scientific research and training while supporting the initiatives of developing country scientists.",NA,1,"Principal",17391
2016,"DAC member","United States","United States",302,1,"Agency for International Development","20169008758","76_46511","Philippines",755,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",2200,0,2200,0,2200,2296.03992913628,2200,2296.03992913628,61000,"Private sector in provider country",41030,"IV.1. General Environment Protection","Bio-diversity","C01","Grant",110,"ECOSYSTEMS IMPROVED FOR SUSTAINABLE FISHERIES (ECOFISH) - NATURAL RESOURCES AND BIODIVERSITY","ECOFISH will formulate a 10-year roadmap to develop, formalize and foster inter-LGU alliances and other collaborative governance alliances to sustain relationships and advance EAFM beyond projects lifespan. The project will also conduct training for government, NGOs and academic institutions; scientific and technological capacity development for baseline assessment and monitoring, and technical assistance for the development of policies, plans and guidance documents on EAFM. In consultation with stakeholders, ECOFISH will identify focal and expansion areas and implement targeted activities that respond to the needs of each MKBA. To sustain the momentum achieved by the FISH Project in constituency-building, ECOFISH will engage new champions and constituencies, especially in the private sector. Embracing the Gender and Development mainstreaming approach, ECOFISH will also continue to build on past efforts to improve the status of women.",NA,1,"Not significant",17424
